label	surface	norm	source_file	source_kind	count_hint
PERSON	Anuradha	anuradha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Venerable Kondañña	venerable kondañña	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	venerable Nandaka	venerable nandaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sankheyyaka Mountain	sankheyyaka mountain	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Kaccayana Gotta	ven. kaccayana gotta	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Yamunā	yamunā	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Aruna	aruna	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	master Gotama	master gotama	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Fully Enlightened Ones	fully enlightened ones	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Karumha	karumha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Brahmā	brahmā	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Stop	stop	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sudatha	sudatha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Samiddhi	ven. samiddhi	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Vacchagotta	vacchagotta	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Kaligodha	kaligodha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Prince Jayasena	prince jayasena	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Mahā Moggalāna	ven. mahā moggalāna	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Pi.n.dola-Bhaaradvaaja	ven. pi.n.dola-bhaaradvaaja	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Setabya	setabya	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Mandiya	mandiya	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Gather	gather	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Consummate One	consummate one	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Pavittha	pavittha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Macchikasanda	macchikasanda	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Awake	awake	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	King Ajātasattu Vedehiputta	king ajātasattu vedehiputta	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Deity	deity	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Devata	devata	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Channa	ven. channa	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	One-Well-Gone	one-well-gone	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Moggallaana	moggallaana	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Venerable Mahamoggallana	venerable mahamoggallana	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	deva-king,	deva-king,	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Murky One	murky one	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Mallika	mallika	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Scorn	scorn	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Venerable Ananda	venerable ananda	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Anuradha	ven. anuradha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Moggallana	ven. moggallana	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Malunkyaputta	ven. malunkyaputta	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Vasitthas	vasitthas	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Vaccha	vaccha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sivaka	sivaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Roja	roja	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Anasava	anasava	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Master Ananda	master ananda	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Kamabhu	ven. kamabhu	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Punabbasu	punabbasu	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Jivaka Komarabhacca	jivaka komarabhacca	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sangaarava	sangaarava	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Vessabhu	vessabhu	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Great Brahma	great brahma	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Subhadda the wandering	subhadda the wandering	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Aritthaka	aritthaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Channa the Wanderer	channa the wanderer	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Behold	behold	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Pindola	pindola	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ojasi	ojasi	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Upasena Vaṅgantaputta	ven. upasena vaṅgantaputta	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Jambugama	jambugama	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	venerable Cunda	venerable cunda	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Anuruddha	ven. anuruddha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Assalayana	assalayana	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sadamatta	sadamatta	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Susima the wanderer	susima the wanderer	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Pilotika	pilotika	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Master Moggallana	master moggallana	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Vimala	vimala	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	deva-king said	deva-king said	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Pāṭimokkha	pāṭimokkha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Saariputta	ven. saariputta	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	London	london	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Sāriputta	ven. sāriputta	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Mahasudassana	mahasudassana	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Kamasettha	kamasettha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Uddaka	uddaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sarakaani	sarakaani	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Tathagatha	tathagatha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sirima	sirima	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Saccaka, a	saccaka, a	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Kāsī	kāsī	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ajita	ajita	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sumbha	sumbha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sena	sena	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Uncombined	uncombined	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Varunas	varunas	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Hiri	hiri	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Piṅgalakoccha	piṅgalakoccha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Void	void	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Exalted One	exalted one	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Previously	previously	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Sumana	ven. sumana	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Maha Kappina	ven. maha kappina	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Nagasamala	nagasamala	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Varuna	varuna	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Pajjunna	pajjunna	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Master Gavesin	master gavesin	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sunimmita	sunimmita	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	King Milinda	king milinda	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Buddha	buddha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Kassapa	kassapa	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Vataraga	vataraga	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Salha	salha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Potthapada	potthapada	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Lady Vedehika	lady vedehika	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	master Bharadvaja	master bharadvaja	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Savatthia	savatthia	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Janussonin	janussonin	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Call	call	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ñanamoli	ñanamoli	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Venerable Bhaaradvaaja	venerable bhaaradvaaja	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Bahumati	bahumati	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Atula	atula	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Vasavatthi	vasavatthi	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Rosika	rosika	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Venerable Akkosa Bharadvaja	venerable akkosa bharadvaja	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Venerable Udayi	venerable udayi	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sāmāvatī	sāmāvatī	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Mahā Kappina	ven. mahā kappina	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Aggikabharadvaja	aggikabharadvaja	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Aflame	aflame	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Atthama	atthama	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Subhūti	ven. subhūti	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Master Sariputta	master sariputta	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Migacira	migacira	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Soṇa Koṭikaṇṇa the	soṇa koṭikaṇṇa the	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Akkosa Bharadvaja	akkosa bharadvaja	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Maha Kaccayana	maha kaccayana	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Blessed	blessed	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Sabhiya Kaccana	ven. sabhiya kaccana	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Though	though	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Queen Mallikaa	queen mallikaa	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Vasus	vasus	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Actually	actually	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Gains	gains	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sutta	sutta	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Subhadda went	subhadda went	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Vasettha	vasettha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Cala	cala	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Mettagu	mettagu	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	wanderer Potaliputta	wanderer potaliputta	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sigalaka	sigalaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Khemaka	ven. khemaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Assaka	assaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Subrahma	subrahma	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Twelve Sense	twelve sense	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Jali	jali	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Surasena	surasena	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sañjaya	sañjaya	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Master Bhumija	master bhumija	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Todeyya	todeyya	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Nemi	nemi	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Moggallana	moggallana	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Viraja	viraja	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ajakalāpaka	ajakalāpaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Kinnughandu	kinnughandu	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Maha Moggallana	maha moggallana	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Venerable Bhaddiya	venerable bhaddiya	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sudatta	sudatta	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Suppāraka	suppāraka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	deva-king —	deva-king —	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Kondañña	ven. kondañña	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Harita Brahma	harita brahma	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Kassapa	ven. kassapa	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Koṇḍañña	koṇḍañña	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Kalakanjas	kalakanjas	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Arahant	arahant	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Asama	asama	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Venerable Aananda	venerable aananda	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Konagamana	konagamana	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Janavasabha	janavasabha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Pañcalacanda	pañcalacanda	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Teacher	teacher	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Navakammika Bharadvaja	navakammika bharadvaja	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Tathagatas	tathagatas	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Jivaka Komarabhacca's mango grove	jivaka komarabhacca's mango grove	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Upananda	upananda	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Potaliputta	potaliputta	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sela	sela	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Kapadika	kapadika	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Tapussa	tapussa	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Summon Sañjaya	summon sañjaya	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Approachable	approachable	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Punnika	punnika	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Anuraadha	anuraadha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Dhotaka	dhotaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Udañña	udañña	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Unrivalled One	unrivalled one	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	bhikkhuni Vijaya	bhikkhuni vijaya	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Nakula 's father	nakula 's father	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Vakkali	ven. vakkali	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	brahman Aggikabharadvaja	brahman aggikabharadvaja	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	venerable Seniya	venerable seniya	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sundarika	sundarika	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sahali	sahali	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Rains	rains	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. MahaCunda	ven. mahacunda	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	chant Passages	chant passages	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ummapupphanibha	ummapupphanibha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Season	season	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Vangisa	ven. vangisa	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Mahā Soṇa	ven. mahā soṇa	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Kutendu	kutendu	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Boys	boys	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Gandhabhaka	gandhabhaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ajita Kesakambala	ajita kesakambala	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Soṇa Koṭikaṇṇa's	soṇa koṭikaṇṇa's	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Vetendu	vetendu	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Soṇa	soṇa	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Vamaka	vamaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven.-Moliya-Phagguna	ven.-moliya-phagguna	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Vetha	vetha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Tatotala	tatotala	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Aṭṭhaka	aṭṭhaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	About	about	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Their	their	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Aciravata	aciravata	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Appamanabha	appamanabha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Akanittha	akanittha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Arittha	arittha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Udayin	udayin	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Carpenter Fivetools went	carpenter fivetools went	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Veghanasa	veghanasa	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sujata	sujata	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Saccaka the Nigaṇṭha-son said	saccaka the nigaṇṭha-son said	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Venerable Gotama	venerable gotama	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Serisakka	serisakka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Gandharans	gandharans	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Brahma Invitation	brahma invitation	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Drunk	drunk	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sarabhū	sarabhū	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Kukkata Monastery	kukkata monastery	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Bahiya	bahiya	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sunīdha	sunīdha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Kumbhira	kumbhira	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Profitable	profitable	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	King Pajjota	king pajjota	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Venerable Girimananda	venerable girimananda	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Shall	shall	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	bhikkhuni Upacala	bhikkhuni upacala	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Nitha	nitha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	King Koravya	king koravya	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Magic	magic	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Godha	godha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Vajirapāṇin	vajirapāṇin	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Mahali the Licchavi	mahali the licchavi	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sirs	sirs	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Bhagava	bhagava	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Gotami	gotami	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Mahaka	mahaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Sariputta	sariputta	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ugga	ugga	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Blessed One	blessed one	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ambāṭakavana	ambāṭakavana	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Rahula the Fortunate	rahula the fortunate	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Visākhā	visākhā	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Bhaaradvaaja	bhaaradvaaja	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Nandiya	nandiya	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	deva-chief Sakka	deva-chief sakka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Parittabha	parittabha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Hatthaka	hatthaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	deva-vision,	deva-vision,	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Migajala	ven. migajala	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Carpenter Fivetool's way	carpenter fivetool's way	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Gotamas	gotamas	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Meghiya	ven. meghiya	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Yamaka	ven. yamaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Nigantha	nigantha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Asura	asura	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Vasabha	vasabha	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Udāyin	udāyin	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Revata	ven. revata	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Venerable Upavana	venerable upavana	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Uccaya	uccaya	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Loosened	loosened	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Eternally	eternally	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	deva-like	deva-like	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	venerable ones	venerable ones	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	venerable Gotama	venerable gotama	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Lohicca	lohicca	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Hemavata	hemavata	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Palileyyaka	palileyyaka	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Methula	methula	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Skilful	skilful	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Thirty	thirty	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Venerable Kassapa	venerable kassapa	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Subhadda , who	subhadda , who	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Like	like	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Ven. Bhaddiya	ven. bhaddiya	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Manopadusika	manopadusika	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
PERSON	Beyond	beyond	graph/entities/TEXT/gpe_person_diff.txt	text_list	1
