label	surface	norm	source_file	source_kind	count_hint
NORP	"bhikkhu, Then a certain monk went to the Blessed One and, on arrival, having bowed down to him, sat to one side. As he was sitting there he said to the Blessed One, ""'One who dwells in the Dhamma, one who dwells in the Dhamma': thus it is said, lord. To what extent is a bhikkhu one who dwells in the Dhamma?"""	"bhikkhu, then a certain monk went to the blessed one and, on arrival, having bowed down to him, sat to one side. as he was sitting there he said to the blessed one, ""'one who dwells in the dhamma, one who dwells in the dhamma': thus it is said, lord. to what extent is a bhikkhu one who dwells in the dhamma?"""	graph/entities/TEXT/paragraphs_for_norp_training.txt	text_list	1
NORP	"calves [2] ""What do you think, monks? Which would in fact be the better? If a strong man, having twisted a firm horse-hair rope around both calves, were to rub, so that the rope cut the skin, and having cut the skin it cut the under-skin, and having cut the under-skin it cut the flesh, and having cut the flesh it cut the sinew, and having cut the sinew it cut the bone, and having cut the bone it left the marrow exposed? Or, to derive enjoyment from the homage of rich kshatriyas, or rich brahmans, or rich householders?"" — ""This, venerable Sir, is surely the better: To derive enjoyment from the homage of rich kshatriyas, or rich brahmans, or rich householders. For it would be painful, venerable Sir, if a strong man, having twisted a firm hair-rope around both calves, were to rub, so that the rope cut the skin and so on until it left the marrow exposed."" ""Let me tell you, monks, let me explain to you, monks, that this would surely be the better for one who is of poor conduct, an impure-natured one: If a strong man, having twisted a firm horse-hair rope around both calves, were to rub, so that the rope cut the skin and so on until it left the marrow exposed. What is the reason for this? Because on account of that, monks, he would go to death, or to a pain like that of death, but on account of that he would not, on the break-up of the body after death, be reborn into a place of woe, a realm of misery, a place of suffering, a purgatory."""	"calves [2] ""what do you think, monks? which would in fact be the better? if a strong man, having twisted a firm horse-hair rope around both calves, were to rub, so that the rope cut the skin, and having cut the skin it cut the under-skin, and having cut the under-skin it cut the flesh, and having cut the flesh it cut the sinew, and having cut the sinew it cut the bone, and having cut the bone it left the marrow exposed? or, to derive enjoyment from the homage of rich kshatriyas, or rich brahmans, or rich householders?"" — ""this, venerable sir, is surely the better: to derive enjoyment from the homage of rich kshatriyas, or rich brahmans, or rich householders. for it would be painful, venerable sir, if a strong man, having twisted a firm hair-rope around both calves, were to rub, so that the rope cut the skin and so on until it left the marrow exposed."" ""let me tell you, monks, let me explain to you, monks, that this would surely be the better for one who is of poor conduct, an impure-natured one: if a strong man, having twisted a firm horse-hair rope around both calves, were to rub, so that the rope cut the skin and so on until it left the marrow exposed. what is the reason for this? because on account of that, monks, he would go to death, or to a pain like that of death, but on account of that he would not, on the break-up of the body after death, be reborn into a place of woe, a realm of misery, a place of suffering, a purgatory."""	graph/entities/TEXT/paragraphs_for_norp_training.txt	text_list	1
NORP	"canvas ""There is the case where someone is a cloth-less [1] ascetic, rejecting conventions, licking his hands, not coming when asked, not staying when asked. He doesn't consent to food brought to him or food dedicated to him or to an invitation to a meal. He accepts nothing from the mouth of a pot or from the mouth of a bowl. He accepts nothing from across a stick, across a pestle, from two eating together, from a pregnant woman, from a nursing woman, from a woman lying with a man, from a food collection, from where a dog is waiting or flies are buzzing. He takes no fish or meat. He drinks no liquor, wine, or fermented drink. He limits himself to one house & one morsel a day, or two houses & two morsels... seven houses & seven morsels. He lives on one saucerful a day, two... seven saucerfuls a day. He takes food once a day, once every two days... once every seven days, and so on up to a fortnight, devoted to regulating his intake of food. He is an eater of greens, millet, wild rice, hide-parings, moss, rice bran, rice-scum, sesame flour, grass, or cow dung. He lives on forest roots & berries. He feeds on fallen fruits. He wears hemp, canvas, shrouds, refuse rags, tree bark, antelope hide, strips of antelope hide, kusa-grass garments, bark garments, wood-shaving garments, head-hair garments, animal wool, owl's wings. He is a hair-&-beard puller, one devoted to the practice of pulling out his hair & beard. He is a stander, one who rejects seats. He is a hands-around-the-knees sitter, one devoted to the exertion of sitting with his hands around his knees. He is a spike-mattresser, one who makes his bed on a bed of spikes. He is a third-time-in-the-evening bather, one who stays devoted to the practice of bathing in water. Thus in a variety of ways he stays devoted to the practice of tormenting & afflicting the body. With the break-up of the body, after death, he goes to a bad bourn, destitution, the realm of the hungry shades, hell."	"canvas ""there is the case where someone is a cloth-less [1] ascetic, rejecting conventions, licking his hands, not coming when asked, not staying when asked. he doesn't consent to food brought to him or food dedicated to him or to an invitation to a meal. he accepts nothing from the mouth of a pot or from the mouth of a bowl. he accepts nothing from across a stick, across a pestle, from two eating together, from a pregnant woman, from a nursing woman, from a woman lying with a man, from a food collection, from where a dog is waiting or flies are buzzing. he takes no fish or meat. he drinks no liquor, wine, or fermented drink. he limits himself to one house & one morsel a day, or two houses & two morsels... seven houses & seven morsels. he lives on one saucerful a day, two... seven saucerfuls a day. he takes food once a day, once every two days... once every seven days, and so on up to a fortnight, devoted to regulating his intake of food. he is an eater of greens, millet, wild rice, hide-parings, moss, rice bran, rice-scum, sesame flour, grass, or cow dung. he lives on forest roots & berries. he feeds on fallen fruits. he wears hemp, canvas, shrouds, refuse rags, tree bark, antelope hide, strips of antelope hide, kusa-grass garments, bark garments, wood-shaving garments, head-hair garments, animal wool, owl's wings. he is a hair-&-beard puller, one devoted to the practice of pulling out his hair & beard. he is a stander, one who rejects seats. he is a hands-around-the-knees sitter, one devoted to the exertion of sitting with his hands around his knees. he is a spike-mattresser, one who makes his bed on a bed of spikes. he is a third-time-in-the-evening bather, one who stays devoted to the practice of bathing in water. thus in a variety of ways he stays devoted to the practice of tormenting & afflicting the body. with the break-up of the body, after death, he goes to a bad bourn, destitution, the realm of the hungry shades, hell."	graph/entities/TEXT/paragraphs_for_norp_training.txt	text_list	1
NORP	"cases ""There is the case where in any assembly when the discourses of the Tathagata — deep, deep in their meaning, transcendent, connected with emptiness — are recited, the monks don't listen, don't lend ear, don't set their hearts on knowing them; don't regard them as worth grasping or mastering. But when discourses that are literary works — the works of poets, artful in sound, artful in expression, the work of outsiders, words of disciples — are recited, they listen, they lend ear, they set their hearts on knowing them; they regard them as worth grasping & mastering. Yet when they have mastered that Dhamma, they don't cross-question one another about it, don't dissect: 'How is this? What is the meaning of this?' They don't make open what isn't open, don't make plain what isn't plain, don't dispel doubt on its various doubtful points. This is called an assembly trained in bombast, not in cross-questioning. ""There is the case where in any assembly when discourses that are literary works — the works of poets, artful in sound, artful in rhetoric, the work of outsiders, words of disciples — are recited, the monks don't listen, don't lend ear, don't set their hearts on knowing them; don't regard them as worth grasping or mastering. But when the discourses of the Tathagata — deep, deep in their meaning, transcendent, connected with emptiness — are recited, they listen, they lend ear, they set their hearts on knowing them; they regard them as worth grasping & mastering. And when they have mastered that Dhamma, they cross-question one another about it and dissect it: 'How is this? What is the meaning of this?' They make open what isn't open, make plain what isn't plain, dispel doubt on its various doubtful points. This is called an assembly trained in cross-questioning and not in bombast."""	"cases ""there is the case where in any assembly when the discourses of the tathagata — deep, deep in their meaning, transcendent, connected with emptiness — are recited, the monks don't listen, don't lend ear, don't set their hearts on knowing them; don't regard them as worth grasping or mastering. but when discourses that are literary works — the works of poets, artful in sound, artful in expression, the work of outsiders, words of disciples — are recited, they listen, they lend ear, they set their hearts on knowing them; they regard them as worth grasping & mastering. yet when they have mastered that dhamma, they don't cross-question one another about it, don't dissect: 'how is this? what is the meaning of this?' they don't make open what isn't open, don't make plain what isn't plain, don't dispel doubt on its various doubtful points. this is called an assembly trained in bombast, not in cross-questioning. ""there is the case where in any assembly when discourses that are literary works — the works of poets, artful in sound, artful in rhetoric, the work of outsiders, words of disciples — are recited, the monks don't listen, don't lend ear, don't set their hearts on knowing them; don't regard them as worth grasping or mastering. but when the discourses of the tathagata — deep, deep in their meaning, transcendent, connected with emptiness — are recited, they listen, they lend ear, they set their hearts on knowing them; they regard them as worth grasping & mastering. and when they have mastered that dhamma, they cross-question one another about it and dissect it: 'how is this? what is the meaning of this?' they make open what isn't open, make plain what isn't plain, dispel doubt on its various doubtful points. this is called an assembly trained in cross-questioning and not in bombast."""	graph/entities/TEXT/paragraphs_for_norp_training.txt	text_list	1
NORP	chews & savors He can endure traveling by foot; he can endure exertion; he becomes free from disease; whatever he has eaten & drunk, chewed & savored, becomes well-digested; the concentration he wins while doing walking meditation lasts for a long time.	chews & savors he can endure traveling by foot; he can endure exertion; he becomes free from disease; whatever he has eaten & drunk, chewed & savored, becomes well-digested; the concentration he wins while doing walking meditation lasts for a long time.	graph/entities/TEXT/paragraphs_for_norp_training.txt	text_list	1
NORP	"citicita Thereupon the brahman flung that milk rice into water where there were no living creatures, and the milk rice thrown into the water smoked and steamed making the noise ""cicchita, citicita,"" just like a plowshare heated during the day, when thrown into water, smokes, and steams making the noise ""cicchita, citicita."""	"citicita thereupon the brahman flung that milk rice into water where there were no living creatures, and the milk rice thrown into the water smoked and steamed making the noise ""cicchita, citicita,"" just like a plowshare heated during the day, when thrown into water, smokes, and steams making the noise ""cicchita, citicita."""	graph/entities/TEXT/paragraphs_for_norp_training.txt	text_list	1
NORP	"cliff 56. ""So also at the Banyan Grove, at Robbers' Cliff, at the Sattapanni Cave on the Vebhara Mountain, at the Black Rock of Isigili , at the Serpents' Pool in the Cool Forest, at the Tapoda Grove, at the Bamboo Grove in the Squirrels' Feeding-ground, at Jivaka's Mango Grove, and at Small Nook in the Deer Park I spoke to you in the same words, saying: 'Pleasant, Ananda, is Rajagaha, pleasant are these places. Whosoever, Ananda, has developed... Therefore the Tathagata could, if he so desired, remain throughout a world-period or until the end of it.'"	"cliff 56. ""so also at the banyan grove, at robbers' cliff, at the sattapanni cave on the vebhara mountain, at the black rock of isigili , at the serpents' pool in the cool forest, at the tapoda grove, at the bamboo grove in the squirrels' feeding-ground, at jivaka's mango grove, and at small nook in the deer park i spoke to you in the same words, saying: 'pleasant, ananda, is rajagaha, pleasant are these places. whosoever, ananda, has developed... therefore the tathagata could, if he so desired, remain throughout a world-period or until the end of it.'"	graph/entities/TEXT/paragraphs_for_norp_training.txt	text_list	1
NORP	"cloths ""On the Uposatha day, they get their disciple to undertake the following practice: 'Here, my good man. Having stripped off all your clothing, say this: ""I am nothing by anything or of anything. Thus there is nothing by anything or of anything that is mine.""' Yet in spite of that, his parents know of him that 'This is our child.' And he knows of them that 'These are my parents.' His wives & children know of him that 'This is our husband & father.' And he knows of them that 'These are my wives & children.' His workers & slaves know of him that 'This is our master.' And he knows of them that 'These are my workers & slaves.' Thus at a time when he should be persuaded to undertake truthfulness, he is persuaded to undertake falsehood. At the end of the night, he resumes the consumption of his belongings, even though they aren't given back to him. This counts as stealing, I tell you. Such is the Uposatha of the Jains, Visakha. When this Uposatha of the Jains is undertaken, it is not of great fruit or great benefit, not of great glory or great radiance. "" There is the case where the disciple of the noble ones recollects the Sangha, thus: 'The Sangha of the Blessed One's disciples who have practiced well... who have practiced straight-forwardly... who have practiced methodically... who have practiced masterfully — in other words, the four types [of noble disciples] when taken as pairs, the eight when taken as individual types — they are the Sangha of the Blessed One's disciples: worthy of gifts, worthy of hospitality, worthy of offerings, worthy of respect, the incomparable field of merit for the world.' As he is recollecting the Sangha, his mind is calmed, and joy arises; the defilements of his mind are abandoned, just as when clothing is cleansed through the proper technique. And how is clothing cleansed through the proper technique? Through the use of salt earth & lye & cow dung & the appropriate human effort. This is how clothing is cleansed through the proper technique. In the same way, the defiled mind is cleansed through the proper technique. And how is the defiled mind cleansed through the proper technique? There is the case where the disciple of the noble ones recollects the Sangha... As he is recollecting the Sangha, his mind is cleansed, and joy arises; the defilements of his mind are abandoned. He is thus called a disciple of the noble ones undertaking the Sangha-Uposatha. He lives with the Sangha. It is owing to the Sangha that his mind is calmed, that joy arises, and that whatever defilements there are in his mind are abandoned. This is how the defiled mind is cleansed through the proper technique."	"cloths ""on the uposatha day, they get their disciple to undertake the following practice: 'here, my good man. having stripped off all your clothing, say this: ""i am nothing by anything or of anything. thus there is nothing by anything or of anything that is mine.""' yet in spite of that, his parents know of him that 'this is our child.' and he knows of them that 'these are my parents.' his wives & children know of him that 'this is our husband & father.' and he knows of them that 'these are my wives & children.' his workers & slaves know of him that 'this is our master.' and he knows of them that 'these are my workers & slaves.' thus at a time when he should be persuaded to undertake truthfulness, he is persuaded to undertake falsehood. at the end of the night, he resumes the consumption of his belongings, even though they aren't given back to him. this counts as stealing, i tell you. such is the uposatha of the jains, visakha. when this uposatha of the jains is undertaken, it is not of great fruit or great benefit, not of great glory or great radiance. "" there is the case where the disciple of the noble ones recollects the sangha, thus: 'the sangha of the blessed one's disciples who have practiced well... who have practiced straight-forwardly... who have practiced methodically... who have practiced masterfully — in other words, the four types [of noble disciples] when taken as pairs, the eight when taken as individual types — they are the sangha of the blessed one's disciples: worthy of gifts, worthy of hospitality, worthy of offerings, worthy of respect, the incomparable field of merit for the world.' as he is recollecting the sangha, his mind is calmed, and joy arises; the defilements of his mind are abandoned, just as when clothing is cleansed through the proper technique. and how is clothing cleansed through the proper technique? through the use of salt earth & lye & cow dung & the appropriate human effort. this is how clothing is cleansed through the proper technique. in the same way, the defiled mind is cleansed through the proper technique. and how is the defiled mind cleansed through the proper technique? there is the case where the disciple of the noble ones recollects the sangha... as he is recollecting the sangha, his mind is cleansed, and joy arises; the defilements of his mind are abandoned. he is thus called a disciple of the noble ones undertaking the sangha-uposatha. he lives with the sangha. it is owing to the sangha that his mind is calmed, that joy arises, and that whatever defilements there are in his mind are abandoned. this is how the defiled mind is cleansed through the proper technique."	graph/entities/TEXT/paragraphs_for_norp_training.txt	text_list	1
NORP	"commitments . ""What do you think, Kalamas? Does greed appear in a man for his benefit or harm?"" — ""For his harm, venerable sir."" — ""Kalamas, being given to greed, and being overwhelmed and vanquished mentally by greed, this man takes life, steals, commits adultery, and tells lies; he prompts another too, to do likewise. Will that be long for his harm and ill?"" — ""Yes, venerable sir."" . ""What do you think, Kalamas? Does hate appear in a man for his benefit or harm?"" — ""For his harm, venerable sir."" — ""Kalamas, being given to hate, and being overwhelmed and vanquished mentally by hate, this man takes life, steals, commits adultery, and tells lies; he prompts another too, to do likewise. Will that be long for his harm and ill?"" — ""Yes, venerable sir."" . ""What do you think, Kalamas? Does delusion appear in a man for his benefit or harm?"" — ""For his harm, venerable sir."" — ""Kalamas, being given to delusion, and being overwhelmed and vanquished mentally by delusion, this man takes life, steals, commits adultery, and tells lies; he prompts another too, to do likewise. Will that be long for his harm and ill?"" — ""Yes, venerable sir."" . ""What do you think, Kalamas? Does absence of greed appear in a man for his benefit or harm?"" — ""For his benefit, venerable sir."" — ""Kalamas, being not given to greed, and being not overwhelmed and not vanquished mentally by greed, this man does not take life, does not steal, does not commit adultery, and does not tell lies; he prompts another too, to do likewise. Will that be long for his benefit and happiness?"" — ""Yes, venerable sir."" . ""What do you think, Kalamas? Does absence of hate appear in a man for his benefit or harm?"" — ""For his benefit, venerable sir."" — ""Kalamas, being not given to hate, and being not overwhelmed and not vanquished mentally by hate, this man does not take life, does not steal, does not commit adultery, and does not tell lies; he prompts another too, to do likewise. Will that be long for his benefit and happiness?"" — ""Yes, venerable sir."" . ""What do you think, Kalamas? Does absence of delusion appear in a man for his benefit or harm?"" — ""For his benefit, venerable sir."" — ""Kalamas, being not given to delusion, and being not overwhelmed and not vanquished mentally by delusion, this man does not take life, does not steal, does not commit adultery, and does not tell lies; he prompts another too, to do likewise. Will that be long for his benefit and happiness?"" — ""Yes, venerable sir."""	"commitments . ""what do you think, kalamas? does greed appear in a man for his benefit or harm?"" — ""for his harm, venerable sir."" — ""kalamas, being given to greed, and being overwhelmed and vanquished mentally by greed, this man takes life, steals, commits adultery, and tells lies; he prompts another too, to do likewise. will that be long for his harm and ill?"" — ""yes, venerable sir."" . ""what do you think, kalamas? does hate appear in a man for his benefit or harm?"" — ""for his harm, venerable sir."" — ""kalamas, being given to hate, and being overwhelmed and vanquished mentally by hate, this man takes life, steals, commits adultery, and tells lies; he prompts another too, to do likewise. will that be long for his harm and ill?"" — ""yes, venerable sir."" . ""what do you think, kalamas? does delusion appear in a man for his benefit or harm?"" — ""for his harm, venerable sir."" — ""kalamas, being given to delusion, and being overwhelmed and vanquished mentally by delusion, this man takes life, steals, commits adultery, and tells lies; he prompts another too, to do likewise. will that be long for his harm and ill?"" — ""yes, venerable sir."" . ""what do you think, kalamas? does absence of greed appear in a man for his benefit or harm?"" — ""for his benefit, venerable sir."" — ""kalamas, being not given to greed, and being not overwhelmed and not vanquished mentally by greed, this man does not take life, does not steal, does not commit adultery, and does not tell lies; he prompts another too, to do likewise. will that be long for his benefit and happiness?"" — ""yes, venerable sir."" . ""what do you think, kalamas? does absence of hate appear in a man for his benefit or harm?"" — ""for his benefit, venerable sir."" — ""kalamas, being not given to hate, and being not overwhelmed and not vanquished mentally by hate, this man does not take life, does not steal, does not commit adultery, and does not tell lies; he prompts another too, to do likewise. will that be long for his benefit and happiness?"" — ""yes, venerable sir."" . ""what do you think, kalamas? does absence of delusion appear in a man for his benefit or harm?"" — ""for his benefit, venerable sir."" — ""kalamas, being not given to delusion, and being not overwhelmed and not vanquished mentally by delusion, this man does not take life, does not steal, does not commit adultery, and does not tell lies; he prompts another too, to do likewise. will that be long for his benefit and happiness?"" — ""yes, venerable sir."""	graph/entities/TEXT/paragraphs_for_norp_training.txt	text_list	1
NORP	"company ""Having given this gift seeking his own profit — with a mind attached [to the reward], seeking to store up for himself, [with the thought], 'I'll enjoy this after death' — on the break-up of the body, after death, he reappears in the company of the Four Great Kings. Then, having exhausted that action, that power, that status, that sovereignty, he is a returner, coming back to this world. ""Having given this gift with the thought, 'Giving is good,' on the break-up of the body, after death, he reappears in the company of the Devas of the Thirty-three. Then, having exhausted that action, that power, that status, that sovereignty, he is a returner, coming back to this world. ""Or, instead of thinking, 'Giving is good,' he gives a gift with the thought, 'This was given in the past, done in the past, by my father & grandfather. It would not be right for me to let this old family custom be discontinued'... on the break-up of the body, after death, he reappears in the company of the Devas of the Hours. Then, having exhausted that action, that power, that status, that sovereignty, he is a returner, coming back to this world. ""Or, instead... he gives a gift with the thought, 'I am well-off. These are not well-off. It would not be right for me, being well-off, not to give a gift to those who are not well-off'... on the break-up of the body, after death, he reappears in the company of the Contented Devas. Then, having exhausted that action, that power, that status, that sovereignty, he is a returner, coming back to this world. ""Or, instead... he gives a gift with the thought, 'Just as there were the great sacrifices of the sages of the past — Atthaka , Vamaka , Vamadeva , Vessamitta , Yamataggi , Angirasa , Bharadvaja , Vasettha , Kassapa , & Bhagu — in the same way will this be my distribution of gifts'... on the break-up of the body, after death, he reappears in the company of the devas who delight in creation. Then, having exhausted that action, that power, that status, that sovereignty, he is a returner, coming back to this world. ""Or, instead... he gives a gift with the thought, 'When this gift of mine is given, it makes the mind serene. Gratification & joy arise'... on the break-up of the body, after death, he reappears in the company of the devas who have power over the creations of others. Then, having exhausted that action, that power, that status, that sovereignty, he is a returner, coming back to this world. "" — but with the thought, 'This is an ornament for the mind, a support for the mind' — on the break-up of the body, after death, he reappears in the company of Brahma's Retinue. Then, having exhausted that action, that power, that status, that sovereignty, he is a non-returner. He does not come back to this world."	"company ""having given this gift seeking his own profit — with a mind attached [to the reward], seeking to store up for himself, [with the thought], 'i'll enjoy this after death' — on the break-up of the body, after death, he reappears in the company of the four great kings. then, having exhausted that action, that power, that status, that sovereignty, he is a returner, coming back to this world. ""having given this gift with the thought, 'giving is good,' on the break-up of the body, after death, he reappears in the company of the devas of the thirty-three. then, having exhausted that action, that power, that status, that sovereignty, he is a returner, coming back to this world. ""or, instead of thinking, 'giving is good,' he gives a gift with the thought, 'this was given in the past, done in the past, by my father & grandfather. it would not be right for me to let this old family custom be discontinued'... on the break-up of the body, after death, he reappears in the company of the devas of the hours. then, having exhausted that action, that power, that status, that sovereignty, he is a returner, coming back to this world. ""or, instead... he gives a gift with the thought, 'i am well-off. these are not well-off. it would not be right for me, being well-off, not to give a gift to those who are not well-off'... on the break-up of the body, after death, he reappears in the company of the contented devas. then, having exhausted that action, that power, that status, that sovereignty, he is a returner, coming back to this world. ""or, instead... he gives a gift with the thought, 'just as there were the great sacrifices of the sages of the past — atthaka , vamaka , vamadeva , vessamitta , yamataggi , angirasa , bharadvaja , vasettha , kassapa , & bhagu — in the same way will this be my distribution of gifts'... on the break-up of the body, after death, he reappears in the company of the devas who delight in creation. then, having exhausted that action, that power, that status, that sovereignty, he is a returner, coming back to this world. ""or, instead... he gives a gift with the thought, 'when this gift of mine is given, it makes the mind serene. gratification & joy arise'... on the break-up of the body, after death, he reappears in the company of the devas who have power over the creations of others. then, having exhausted that action, that power, that status, that sovereignty, he is a returner, coming back to this world. "" — but with the thought, 'this is an ornament for the mind, a support for the mind' — on the break-up of the body, after death, he reappears in the company of brahma's retinue. then, having exhausted that action, that power, that status, that sovereignty, he is a non-returner. he does not come back to this world."	graph/entities/TEXT/paragraphs_for_norp_training.txt	text_list	1
NORP	"concerned ""Monks, these two bright qualities guard the world. Which two? Conscience & concern. [1] If these two bright qualities did not guard the world, there would be no recognition of 'mother' here, no recognition of 'mother's sister,' 'uncle's wife,' 'teacher's wife,' or 'wife of those who deserve respect.' The world would be immersed in promiscuity, like rams with goats, roosters with pigs, or dogs with jackals. But because these two bright qualities guard the world, there is recognition of 'mother,' 'mother's sister,' 'uncle's wife,' 'teacher's wife,' & 'wife of those who deserve respect.'"""	"concerned ""monks, these two bright qualities guard the world. which two? conscience & concern. [1] if these two bright qualities did not guard the world, there would be no recognition of 'mother' here, no recognition of 'mother's sister,' 'uncle's wife,' 'teacher's wife,' or 'wife of those who deserve respect.' the world would be immersed in promiscuity, like rams with goats, roosters with pigs, or dogs with jackals. but because these two bright qualities guard the world, there is recognition of 'mother,' 'mother's sister,' 'uncle's wife,' 'teacher's wife,' & 'wife of those who deserve respect.'"""	graph/entities/TEXT/paragraphs_for_norp_training.txt	text_list	1
NORP	"craves ""From ignorance as a requisite condition come fabrications. From fabrications as a requisite condition comes consciousness. From consciousness as a requisite condition comes name-&-form. From name-&-form as a requisite condition come the six sense media. From the six sense media as a requisite condition comes contact. From contact as a requisite condition comes feeling. From feeling as a requisite condition comes craving. From craving as a requisite condition comes clinging/sustenance. From clinging/sustenance as a requisite condition comes becoming. From becoming as a requisite condition comes birth. From birth as a requisite condition, then old age & death, sorrow, lamentation, pain, distress, & despair come into play. Such is the origination of this entire mass of stress & suffering. ""From the remainderless fading & cessation of that very ignorance comes the cessation of fabrications. From the cessation of fabrications comes the cessation of consciousness. From the cessation of consciousness comes the cessation of name-&-form. From the cessation of name-&-form comes the cessation of the six sense media. From the cessation of the six sense media comes the cessation of contact. From the cessation of contact comes the cessation of feeling. From the cessation of feeling comes the cessation of craving. From the cessation of craving comes the cessation of clinging/sustenance. From the cessation of clinging/sustenance comes the cessation of becoming. From the cessation of becoming comes the cessation of birth. From the cessation of birth, then old age & death, sorrow, lamentation, pain, distress, & despair all cease. Such is the cessation of this entire mass of stress & suffering."	"craves ""from ignorance as a requisite condition come fabrications. from fabrications as a requisite condition comes consciousness. from consciousness as a requisite condition comes name-&-form. from name-&-form as a requisite condition come the six sense media. from the six sense media as a requisite condition comes contact. from contact as a requisite condition comes feeling. from feeling as a requisite condition comes craving. from craving as a requisite condition comes clinging/sustenance. from clinging/sustenance as a requisite condition comes becoming. from becoming as a requisite condition comes birth. from birth as a requisite condition, then old age & death, sorrow, lamentation, pain, distress, & despair come into play. such is the origination of this entire mass of stress & suffering. ""from the remainderless fading & cessation of that very ignorance comes the cessation of fabrications. from the cessation of fabrications comes the cessation of consciousness. from the cessation of consciousness comes the cessation of name-&-form. from the cessation of name-&-form comes the cessation of the six sense media. from the cessation of the six sense media comes the cessation of contact. from the cessation of contact comes the cessation of feeling. from the cessation of feeling comes the cessation of craving. from the cessation of craving comes the cessation of clinging/sustenance. from the cessation of clinging/sustenance comes the cessation of becoming. from the cessation of becoming comes the cessation of birth. from the cessation of birth, then old age & death, sorrow, lamentation, pain, distress, & despair all cease. such is the cessation of this entire mass of stress & suffering."	graph/entities/TEXT/paragraphs_for_norp_training.txt	text_list	1
NORP	"crocodile Once the Blessed One was staying among the Bhaggas in the Deer Park at Bhesakala Grove, near Crocodile Haunt . Then early in the morning the Blessed One put on his robes and, carrying his bowl and outer robe, went to the home of the householder, Nakula 's father. On arrival, he sat down on a seat made ready. Then Nakula's father & Nakula's mother went to the Blessed One and, on arrival, having bowed down to him, sat to one side. As they were sitting there, Nakula's father said to the Blessed One: ""Lord, ever since Nakula's mother as a young girl was brought to me [to be my wife] when I was just a young boy, I am not conscious of being unfaithful to her even in mind, much less in body. We want to see one another not only in the present life but also in the life to come."""	"crocodile once the blessed one was staying among the bhaggas in the deer park at bhesakala grove, near crocodile haunt . then early in the morning the blessed one put on his robes and, carrying his bowl and outer robe, went to the home of the householder, nakula 's father. on arrival, he sat down on a seat made ready. then nakula's father & nakula's mother went to the blessed one and, on arrival, having bowed down to him, sat to one side. as they were sitting there, nakula's father said to the blessed one: ""lord, ever since nakula's mother as a young girl was brought to me [to be my wife] when i was just a young boy, i am not conscious of being unfaithful to her even in mind, much less in body. we want to see one another not only in the present life but also in the life to come."""	graph/entities/TEXT/paragraphs_for_norp_training.txt	text_list	1
NORP	"curry . ""If, monks, a monk of such virtue, such concentration and such wisdom [10] eats almsfood consisting of choice hill-rice together with various sauces and curries, even that will be no obstacle for him. [11] ""Just as cloth that is stained and dirty becomes clean and bright with the help of pure water, or just as gold becomes clean and bright with the help of a furnace, so too, if a monk of such virtue, such concentration and such wisdom eats almsfood consisting of choice hill-rice together with various sauces and curries, even that will be no obstacle for him."	"curry . ""if, monks, a monk of such virtue, such concentration and such wisdom [10] eats almsfood consisting of choice hill-rice together with various sauces and curries, even that will be no obstacle for him. [11] ""just as cloth that is stained and dirty becomes clean and bright with the help of pure water, or just as gold becomes clean and bright with the help of a furnace, so too, if a monk of such virtue, such concentration and such wisdom eats almsfood consisting of choice hill-rice together with various sauces and curries, even that will be no obstacle for him."	graph/entities/TEXT/paragraphs_for_norp_training.txt	text_list	1
