person_name,aliases,ref,verse_count
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 14.7,6
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 15.12,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 15.3,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 15.36,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 15.51,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 15.6,6
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 152.35,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 153.35,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 16.46,13
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 17.1,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 17.12,11
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 17.3,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 17.7,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 18.7,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 19.12,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 19.2,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 19.3,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 19.36,17
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 19.4,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 19.47,7
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 191.35,7
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 193.35,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 197.35,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 2.20,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 2.21,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 2.22,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 2.23,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 2.42,6
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 2.44,16
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 2.45,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 2.6,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 2.7,15
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 20.1,22
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 20.12,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 20.3,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 20.4,6
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 20.47,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 200.35,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 202.35,8
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 204.35,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 21.36,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 21.55,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 21.7,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 22.22,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 22.36,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 22.55,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 23.12,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 23.22,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 23.3,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 23.35,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 23.36,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 24.3,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 24.35,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 24.55,8
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 25.1,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 25.12,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 25.3,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 26.2,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 28.35,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 3.1,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 3.11,11
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 3.15,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 3.22,8
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 3.41,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 3.42,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 3.44,15
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 30.55,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 31.12,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 31.55,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 31.56,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 32.55,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 33.55,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 35.12,13
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 36.22,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 38.1,9
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 38.12,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 4.3,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 4.41,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 4.44,14
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 40.55,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 41.1,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 41.48,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 42.1,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 42.47,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 42.48,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 42.56,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 44.12,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 44.48,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 45.56,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 46.12,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 46.47,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 46.56,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 47.22,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 48.12,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 48.22,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 48.56,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 49.22,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 5.11,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 5.16,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 5.22,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 5.3,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 5.41,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 5.44,14
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 52.12,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 53.22,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 53.46,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 53.48,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 54.22,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 54.46,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 54.55,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 55.22,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 55.46,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 56.22,1
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 57.22,3
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 58.22,5
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 59.22,6
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 6.2,4
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 6.21,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 6.3,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 6.36,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 6.42,2
Buddha,"Awakened One|Blessed One|Exalted One|Fully Awakened One|Fortunate One|Gotama,Lord|Master|master Gotama|Master Gotama|Venerable Gotama|Tathagata|Tathāgata|Teacher|the Arahant|One Well-gone",SN 6.44,27
