sutta_uid,nikaya,book_number,vagga,person_id,person_name,mention_count
sn45.002.than.html,SN,2,45,670,Buddha,4
sn45.002.than.html,SN,2,45,775,Ven. Ānanda,3
sn45.008.than.html,SN,8,45,670,Buddha,4
sn46.014.piya.html,SN,14,46,670,Buddha,4
sn46.014.piya.html,SN,14,46,776,Ven. Mahā Kassapa,10
sn46.014.than.html,SN,14,46,670,Buddha,5
sn46.014.than.html,SN,14,46,776,Ven. Mahā Kassapa,3
sn46.016.piya.html,SN,16,46,670,Buddha,21
sn46.053.than.html,SN,53,46,670,Buddha,5
sn46.054.than.html,SN,54,46,670,Buddha,5
sn47.010.olen.html,SN,10,47,775,Ven. Ānanda,8
sn47.013.nypo.html,SN,13,47,670,Buddha,7
sn47.013.nypo.html,SN,13,47,773,Ven. Sāriputta,10
sn47.013.nypo.html,SN,13,47,775,Ven. Ānanda,8
sn47.013.than.html,SN,13,47,670,Buddha,4
sn47.013.than.html,SN,13,47,773,Ven. Sāriputta,2
sn47.013.than.html,SN,13,47,775,Ven. Ānanda,7
sn47.014.nypo.html,SN,14,47,670,Buddha,3
sn47.014.nypo.html,SN,14,47,773,Ven. Sāriputta,5
sn47.019.than.html,SN,19,47,670,Buddha,6
sn47.020.than.html,SN,20,47,670,Buddha,3
sn47.042.than.html,SN,42,47,670,Buddha,3
sn47.046.wlsh.html,SN,46,47,670,Buddha,1
sn48.010.than.html,SN,10,48,670,Buddha,3
sn48.041.than.html,SN,41,48,670,Buddha,8
sn48.041.than.html,SN,41,48,775,Ven. Ānanda,2
sn48.042.wlsh.html,SN,42,48,670,Buddha,3
sn48.044.than.html,SN,44,48,670,Buddha,2
sn48.044.than.html,SN,44,48,773,Ven. Sāriputta,2
sn48.053.than.html,SN,53,48,670,Buddha,7
sn51.015.than.html,SN,15,51,670,Buddha,2
sn51.015.than.html,SN,15,51,775,Ven. Ānanda,3
sn54.006.than.html,SN,6,54,670,Buddha,4
sn54.009.than.html,SN,9,54,670,Buddha,12
sn54.009.than.html,SN,9,54,775,Ven. Ānanda,4
sn54.013.than.html,SN,13,54,670,Buddha,5
sn54.013.than.html,SN,13,54,775,Ven. Ānanda,3
sn55.001.than.html,SN,1,55,670,Buddha,7
sn55.021.than.html,SN,21,55,670,Buddha,5
sn55.022.than.html,SN,22,55,670,Buddha,11
sn55.024.wlsh.html,SN,24,55,670,Buddha,3
sn55.030.than.html,SN,30,55,670,Buddha,10
sn55.031.than.html,SN,31,55,670,Buddha,6
sn55.032.than.html,SN,32,55,670,Buddha,6
sn55.033.than.html,SN,33,55,670,Buddha,6
sn55.040.than.html,SN,40,55,670,Buddha,13
sn55.054.than.html,SN,54,55,670,Buddha,17
sn56.011.harv.html,SN,11,56,670,Buddha,9
sn56.011.nymo.html,SN,11,56,670,Buddha,5
sn56.011.piya.html,SN,11,56,670,Buddha,11
sn56.011.than.html,SN,11,56,670,Buddha,9
sn56.031.than.html,SN,31,56,670,Buddha,2
sn56.031.wlsh.html,SN,31,56,670,Buddha,3
sn56.042.than.html,SN,42,56,670,Buddha,3
sn56.045.than.html,SN,45,56,670,Buddha,3
sn56.045.than.html,SN,45,56,775,Ven. Ānanda,5
sn56.046.than.html,SN,46,56,670,Buddha,1
sn56.048.than.html,SN,48,56,670,Buddha,4
sn56.102-113.than.html,SN,,56,670,Buddha,6
snp.1.02.than.html,KN,,Sn,670,Buddha,1
snp.1.04.piya.html,KN,,Sn,657,Akkosaka Bharadvaja,2
snp.1.04.piya.html,KN,,Sn,670,Buddha,17
snp.1.04.than.html,KN,,Sn,657,Akkosaka Bharadvaja,1
snp.1.04.than.html,KN,,Sn,670,Buddha,21
snp.1.06.nara.html,KN,,Sn,670,Buddha,5
snp.1.06.piya.html,KN,,Sn,670,Buddha,27
snp.1.07.piya.html,KN,,Sn,670,Buddha,13
snp.1.10.piya.html,KN,,Sn,670,Buddha,16
snp.1.10.than.html,KN,,Sn,670,Buddha,9
snp.1.11.than.html,KN,,Sn,670,Buddha,1
snp.2.01.piya.html,KN,,Sn,670,Buddha,2
snp.2.01.than.html,KN,,Sn,670,Buddha,5
snp.2.04.nara.html,KN,,Sn,670,Buddha,3
snp.2.04.piya.html,KN,,Sn,670,Buddha,3
snp.2.04.soni.html,KN,,Sn,670,Buddha,4
snp.2.04.than.html,KN,,Sn,670,Buddha,3
snp.2.06.irel.html,KN,,Sn,670,Buddha,1
snp.2.08.irel.html,KN,,Sn,689,Sakka,1
snp.2.14.irel.html,KN,,Sn,670,Buddha,3
snp.3.02.irel.html,KN,,Sn,670,Buddha,2
snp.3.02.irel.html,KN,,Sn,703,Mara,2
snp.3.02.than.html,KN,,Sn,670,Buddha,3
snp.3.02.than.html,KN,,Sn,703,Mara,2
snp.3.03.than.html,KN,,Sn,670,Buddha,9
snp.3.11.than.html,KN,,Sn,670,Buddha,2
snp.3.12.than.html,KN,,Sn,670,Buddha,36
snp.4.13.than.html,KN,,Sn,670,Buddha,1
snp.4.14.than.html,KN,,Sn,670,Buddha,2
snp.4.15.than.html,KN,,Sn,670,Buddha,1
snp.4.16.than.html,KN,,Sn,670,Buddha,1
snp.4.16.than.html,KN,,Sn,703,Mara,1
snp.5.03.than.html,KN,,Sn,670,Buddha,4
snp.5.04.than.html,KN,,Sn,670,Buddha,2
snp.5.05.than.html,KN,,Sn,670,Buddha,1
snp.5.07.than.html,KN,,Sn,670,Buddha,2
snp.5.07.than.html,KN,,Sn,777,Ven. Nandā,9
snp.5.11.than.html,KN,,Sn,670,Buddha,2
snp.5.13.than.html,KN,,Sn,670,Buddha,1
snp.5.14.than.html,KN,,Sn,670,Buddha,1
thag.01.00x.than.html,KN,1,Thag,670,Buddha,3
thag.01.00x.than.html,KN,1,Thag,703,Mara,1
thag.01.00x.than.html,KN,1,Thag,763,Ven. Khema,1
thag.02.27.than.html,KN,,Thag,670,Buddha,1
thag.03.13.than.html,KN,,Thag,670,Buddha,1
thag.05.01.than.html,KN,,Thag,670,Buddha,1
thag.06.06.than.html,KN,,Thag,670,Buddha,1
thag.06.10.than.html,KN,,Thag,670,Buddha,1
thag.06.10.than.html,KN,,Thag,773,Ven. Sāriputta,1
thag.10.02.than.html,KN,,Thag,670,Buddha,1
thag.11.01.than.html,KN,,Thag,670,Buddha,2
thag.12.02.than.html,KN,,Thag,670,Buddha,3
thag.14.01.than.html,KN,,Thag,670,Buddha,2
thag.16.01.than.html,KN,,Thag,670,Buddha,1
thag.16.04.than.html,KN,,Thag,670,Buddha,2
thag.16.08.than.html,KN,,Thag,670,Buddha,6
thag.17.03.hekh.html,KN,,Thag,670,Buddha,1
thag.17.03.hekh.html,KN,,Thag,775,Ven. Ānanda,3
thag.18.00.than.html,KN,18,Thag,670,Buddha,3
thag.18.00.than.html,KN,18,Thag,776,Ven. Mahā Kassapa,4
thag.18.00.than.html,KN,18,Thag,773,Ven. Sāriputta,2
thag.19.00.khan.html,KN,19,Thag,670,Buddha,2
thag.21.00.irel.html,KN,21,Thag,670,Buddha,40
thag.21.00.irel.html,KN,21,Thag,703,Mara,4
thag.21.00.irel.html,KN,21,Thag,766,Ven. Moggallana,2
thag.21.00.irel.html,KN,21,Thag,773,Ven. Sāriputta,2
thag.21.00.irel.html,KN,21,Thag,775,Ven. Ānanda,2
thig.05.04.hekh.html,KN,,Thig,777,Ven. Nandā,1
thig.05.04.than.html,KN,,Thig,777,Ven. Nandā,1
thig.05.06.than.html,KN,,Thig,670,Buddha,1
thig.05.11.than.html,KN,,Thig,670,Buddha,3
thig.06.02.than.html,KN,,Thig,670,Buddha,1
thig.06.06.olen.html,KN,,Thig,670,Buddha,1
thig.12.01.than.html,KN,,Thig,670,Buddha,2
thig.14.01.than.html,KN,,Thig,670,Buddha,1
ud.1.01.than.html,KN,,Ud,670,Buddha,2
ud.1.02.than.html,KN,,Ud,670,Buddha,2
ud.1.03.than.html,KN,,Ud,670,Buddha,2
ud.1.04.than.html,KN,,Ud,670,Buddha,5
ud.1.05.than.html,KN,,Ud,670,Buddha,5
ud.1.06.than.html,KN,,Ud,670,Buddha,3
ud.1.07.than.html,KN,,Ud,670,Buddha,4
ud.1.08.than.html,KN,,Ud,670,Buddha,4
ud.1.09.than.html,KN,,Ud,670,Buddha,3
ud.1.10.than.html,KN,,Ud,670,Buddha,25
ud.2.01.than.html,KN,,Ud,670,Buddha,10
ud.2.02.than.html,KN,,Ud,670,Buddha,4
ud.2.02.than.html,KN,,Ud,696,King Pasenadi Kosala,2
ud.2.02.than.html,KN,,Ud,697,King Seniya Bimbisara,2
ud.2.03.than.html,KN,,Ud,670,Buddha,3
ud.2.04.than.html,KN,,Ud,670,Buddha,7
ud.2.05.than.html,KN,,Ud,670,Buddha,5
ud.2.06.than.html,KN,,Ud,670,Buddha,3
ud.2.07.than.html,KN,,Ud,670,Buddha,5
ud.2.08.than.html,KN,,Ud,670,Buddha,30
ud.2.08.than.html,KN,,Ud,766,Ven. Moggallana,7
ud.2.09.than.html,KN,,Ud,670,Buddha,4
ud.2.10.irel.html,KN,,Ud,670,Buddha,2
ud.2.10.than.html,KN,,Ud,670,Buddha,9
ud.3.01.than.html,KN,,Ud,670,Buddha,4
ud.3.02.irel.html,KN,,Ud,670,Buddha,2
ud.3.02.irel.html,KN,,Ud,777,Ven. Nandā,12
ud.3.02.than.html,KN,,Ud,670,Buddha,28
ud.3.02.than.html,KN,,Ud,777,Ven. Nandā,11
ud.3.03.than.html,KN,,Ud,670,Buddha,36
ud.3.04.than.html,KN,,Ud,670,Buddha,4
ud.3.05.than.html,KN,,Ud,670,Buddha,4
ud.3.05.than.html,KN,,Ud,766,Ven. Moggallana,2
ud.3.06.than.html,KN,,Ud,670,Buddha,10
ud.3.07.than.html,KN,,Ud,670,Buddha,3
ud.3.08.than.html,KN,,Ud,670,Buddha,3
ud.3.09.than.html,KN,,Ud,670,Buddha,3
ud.3.10.than.html,KN,,Ud,670,Buddha,2
ud.4.01.than.html,KN,,Ud,670,Buddha,20
ud.4.02.than.html,KN,,Ud,670,Buddha,4
ud.4.03.than.html,KN,,Ud,670,Buddha,17
ud.4.04.than.html,KN,,Ud,670,Buddha,3
ud.4.04.than.html,KN,,Ud,766,Ven. Moggallana,5
ud.4.04.than.html,KN,,Ud,773,Ven. Sāriputta,2
ud.4.05.than.html,KN,,Ud,670,Buddha,8
ud.4.06.than.html,KN,,Ud,670,Buddha,4
ud.4.07.than.html,KN,,Ud,670,Buddha,4
ud.4.08.than.html,KN,,Ud,670,Buddha,9
ud.4.09.than.html,KN,,Ud,670,Buddha,3
ud.4.10.than.html,KN,,Ud,670,Buddha,4
ud.5.01.than.html,KN,,Ud,670,Buddha,4
ud.5.02.than.html,KN,,Ud,670,Buddha,6
ud.5.03.than.html,KN,,Ud,670,Buddha,22
ud.5.04.than.html,KN,,Ud,670,Buddha,3
ud.5.05.irel.html,KN,,Ud,670,Buddha,2
ud.5.05.irel.html,KN,,Ud,766,Ven. Moggallana,5
ud.5.05.irel.html,KN,,Ud,775,Ven. Ānanda,5
ud.5.05.than.html,KN,,Ud,670,Buddha,19
ud.5.05.than.html,KN,,Ud,766,Ven. Moggallana,4
ud.5.06.than.html,KN,,Ud,670,Buddha,23
ud.5.06.than.html,KN,,Ud,764,Ven. Mahā Kaccāyana,9
ud.5.06.than.html,KN,,Ud,771,Ven. Sona,13
ud.5.07.than.html,KN,,Ud,670,Buddha,4
ud.5.08.than.html,KN,,Ud,670,Buddha,6
ud.5.09.than.html,KN,,Ud,670,Buddha,4
ud.5.10.than.html,KN,,Ud,670,Buddha,4
ud.6.01.than.html,KN,,Ud,670,Buddha,38
ud.6.01.than.html,KN,,Ud,703,Mara,5
ud.6.02.than.html,KN,,Ud,670,Buddha,9
ud.6.03.than.html,KN,,Ud,670,Buddha,2
ud.6.04.irel.html,KN,,Ud,670,Buddha,4
ud.6.04.than.html,KN,,Ud,670,Buddha,8
ud.6.05.than.html,KN,,Ud,670,Buddha,4
ud.6.06.than.html,KN,,Ud,670,Buddha,4
ud.6.07.than.html,KN,,Ud,670,Buddha,4
ud.6.08.than.html,KN,,Ud,670,Buddha,4
ud.6.09.olen.html,KN,,Ud,661,Anathapindika,1
ud.6.09.than.html,KN,,Ud,670,Buddha,4
ud.6.10.than.html,KN,,Ud,670,Buddha,6
ud.7.01.than.html,KN,,Ud,670,Buddha,3
ud.7.02.than.html,KN,,Ud,670,Buddha,3
ud.7.03.than.html,KN,,Ud,670,Buddha,4
ud.7.04.than.html,KN,,Ud,670,Buddha,3
ud.7.05.niza.html,KN,,Ud,661,Anathapindika,1
ud.7.05.niza.html,KN,,Ud,670,Buddha,3
ud.7.05.than.html,KN,,Ud,670,Buddha,5
ud.7.06.than.html,KN,,Ud,670,Buddha,4
ud.7.07.than.html,KN,,Ud,670,Buddha,3
ud.7.08.than.html,KN,,Ud,670,Buddha,4
ud.7.09.irel.html,KN,,Ud,670,Buddha,2
ud.7.09.irel.html,KN,,Ud,775,Ven. Ānanda,11
ud.7.09.than.html,KN,,Ud,670,Buddha,10
ud.7.10.than.html,KN,,Ud,670,Buddha,4
ud.8.01.than.html,KN,,Ud,670,Buddha,3
ud.8.02.than.html,KN,,Ud,670,Buddha,3
ud.8.03.than.html,KN,,Ud,670,Buddha,3
ud.8.04.than.html,KN,,Ud,670,Buddha,3
ud.8.05.than.html,KN,,Ud,670,Buddha,54
ud.8.06.than.html,KN,,Ud,670,Buddha,30
ud.8.07.than.html,KN,,Ud,670,Buddha,12
ud.8.08.than.html,KN,,Ud,670,Buddha,5
ud.8.09.than.html,KN,,Ud,670,Buddha,5
ud.8.10.than.html,KN,,Ud,670,Buddha,3
vv.1.16.irel.html,KN,,Vv,670,Buddha,16
