verse_id,verse_identifier,entity_id,entity_canonical,entity_type,mention,normalized,start_pos,end_pos
16398,an02.018.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,5,16
16398,an02.018.than.html,670,Buddha,PERSON,Blessed One,blessed one,29,40
16398,an02.018.than.html,670,Buddha,PERSON,Blessed One,blessed one,130,141
16398,an02.018.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,177,183
16399,an02.018.than.html,670,Buddha,PERSON,Blessed One,blessed one,15,26
16400,an02.018.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,28,34
16400,an02.018.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,499,505
16401,an02.018.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,21,27
16402,an02.018.than.html,670,Buddha,PERSON,Blessed One,blessed one,15,26
16403,an02.018.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,28,34
16403,an02.018.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,471,477
16408,an02.023.than.html,670,Buddha,PERSON,Tathagata,tathagata,29,38
16408,an02.023.than.html,670,Buddha,PERSON,Tathagata,tathagata,102,111
16408,an02.023.than.html,670,Buddha,PERSON,Tathagata,tathagata,137,146
16408,an02.023.than.html,670,Buddha,PERSON,Tathagata,tathagata,199,208
16408,an02.023.than.html,670,Buddha,PERSON,Tathagata,tathagata,238,247
16408,an02.023.than.html,670,Buddha,PERSON,Tathagata,tathagata,279,288
16409,an02.025.than.html,670,Buddha,PERSON,Tathagata,tathagata,29,38
16409,an02.025.than.html,670,Buddha,PERSON,Tathagata,tathagata,321,330
16416,an02.031.than.html,670,Buddha,PERSON,Blessed One,blessed one,4,15
16418,an02.033.niza.html,670,Buddha,PERSON,Blessed One,blessed one,38,49
16418,an02.033.niza.html,670,Buddha,PERSON,Blessed One,blessed one,73,84
16418,an02.033.niza.html,670,Buddha,PERSON,Blessed One,blessed one,241,252
16419,an02.033.niza.html,670,Buddha,PERSON,Venerable Gotama,venerable gotama,14,30
16421,an02.033.niza.html,670,Buddha,PERSON,Venerable Gotama,venerable gotama,23,39
16424,an02.033.niza.html,670,Buddha,PERSON,Venerable Gotama,venerable gotama,8,24
16424,an02.033.niza.html,670,Buddha,PERSON,Venerable Gotama,venerable gotama,34,50
16424,an02.033.niza.html,670,Buddha,PERSON,Venerable Gotama,venerable gotama,52,68
16424,an02.033.niza.html,670,Buddha,PERSON,Venerable Gotama,venerable gotama,329,345
16424,an02.033.niza.html,670,Buddha,PERSON,Venerable Gotama,venerable gotama,398,414
16424,an02.033.niza.html,670,Buddha,PERSON,Venerable Gotama,venerable gotama,535,551
16426,an02.038.than.html,670,Buddha,PERSON,Blessed One,blessed one,13,24
16429,an02.038.than.html,670,Buddha,PERSON,Master Gotama,master gotama,339,352
16432,an02.046.than.html,670,Buddha,PERSON,Tathagata,tathagata,67,76
16434,an02.046.than.html,670,Buddha,PERSON,Tathagata,tathagata,357,366
16443,an03.015.than.html,670,Buddha,PERSON,Blessed One,blessed one,20,31
16445,an03.015.than.html,670,Buddha,PERSON,Blessed One,blessed one,4,15
16464,an03.022.than.html,670,Buddha,PERSON,Tathagata,tathagata,94,103
16464,an03.022.than.html,670,Buddha,PERSON,Tathagata,tathagata,200,209
16464,an03.022.than.html,670,Buddha,PERSON,Tathagata,tathagata,385,394
16464,an03.022.than.html,670,Buddha,PERSON,Tathagata,tathagata,491,500
16464,an03.022.than.html,670,Buddha,PERSON,Tathagata,tathagata,710,719
16464,an03.022.than.html,670,Buddha,PERSON,Tathagata,tathagata,779,788
16465,an03.022.than.html,670,Buddha,PERSON,Tathagata,tathagata,133,142
16465,an03.022.than.html,670,Buddha,PERSON,Tathagata,tathagata,202,211
16483,an03.034.than.html,670,Buddha,PERSON,Blessed One,blessed one,20,31
16483,an03.034.than.html,670,Buddha,PERSON,Blessed One,blessed one,186,197
16483,an03.034.than.html,670,Buddha,PERSON,Blessed One,blessed one,400,411
16483,an03.034.than.html,670,Buddha,PERSON,Blessed One,blessed one,431,442
16485,an03.034.than.html,670,Buddha,PERSON,Blessed One,blessed one,277,288
16490,an03.034.than.html,670,Buddha,PERSON,Tathagata,tathagata,153,162
16493,an03.034.than.html,670,Buddha,PERSON,Tathagata,tathagata,155,164
16496,an03.034.than.html,670,Buddha,PERSON,Tathagata,tathagata,155,164
16513,an03.040.than.html,670,Buddha,PERSON,Blessed One,blessed one,725,736
16527,an03.051.than.html,670,Buddha,PERSON,Blessed One,blessed one,20,31
16527,an03.051.than.html,670,Buddha,PERSON,Blessed One,blessed one,231,242
16527,an03.051.than.html,670,Buddha,PERSON,Master Gotama,master gotama,423,436
16527,an03.051.than.html,670,Buddha,PERSON,Master Gotama,master gotama,648,661
16527,an03.051.than.html,670,Buddha,PERSON,Master Gotama,master gotama,676,689
16530,an03.052.than.html,670,Buddha,PERSON,Blessed One,blessed one,20,31
16530,an03.052.than.html,670,Buddha,PERSON,Blessed One,blessed one,231,242
16530,an03.052.than.html,670,Buddha,PERSON,Master Gotama,master gotama,423,436
16530,an03.052.than.html,670,Buddha,PERSON,Master Gotama,master gotama,648,661
16530,an03.052.than.html,670,Buddha,PERSON,Master Gotama,master gotama,676,689
16534,an03.057.than.html,670,Buddha,PERSON,Blessed One,blessed one,42,53
16534,an03.057.than.html,670,Buddha,PERSON,Blessed One,blessed one,225,236
16534,an03.057.than.html,670,Buddha,PERSON,Master Gotama,master gotama,239,252
16534,an03.057.than.html,670,Buddha,PERSON,Master Gotama,master gotama,661,674
16534,an03.057.than.html,670,Buddha,PERSON,Master Gotama,master gotama,927,940
16540,an03.060.than.html,670,Buddha,PERSON,Blessed One,blessed one,39,50
16540,an03.060.than.html,670,Buddha,PERSON,Blessed One,blessed one,221,232
16540,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,242,255
16541,an03.060.than.html,670,Buddha,PERSON,Tathagata,tathagata,133,142
16541,an03.060.than.html,670,Buddha,PERSON,Teacher,teacher,757,764
16542,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,21,34
16543,an03.060.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,20,31
16544,an03.060.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,50,61
16544,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,77,90
16545,an03.060.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,15,26
16546,an03.060.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,45,56
16546,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,72,85
16547,an03.060.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,14,25
16548,an03.060.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,44,55
16548,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,71,84
16549,an03.060.than.html,670,Buddha,PERSON,Blessed One,blessed one,33,44
16549,an03.060.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,84,90
16550,an03.060.than.html,670,Buddha,PERSON,Blessed One,blessed one,7,18
16551,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,0,13
16551,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,379,392
16562,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,0,13
16565,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,15,28
16565,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,79,92
16565,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,111,124
16565,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,162,175
16565,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,427,440
16565,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,599,612
16567,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,11,24
16569,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,5,18
16571,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,14,27
16571,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,257,270
16571,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,338,351
16571,an03.060.than.html,670,Buddha,PERSON,Master Gotama,master gotama,412,425
16611,an03.065.soma.html,670,Buddha,PERSON,Blessed One,blessed one,23,34
16611,an03.065.soma.html,670,Buddha,PERSON,Blessed One,blessed one,407,418
16612,an03.065.soma.html,670,Buddha,PERSON,Blessed One,blessed one,69,80
16613,an03.065.soma.html,670,Buddha,PERSON,Blessed One,blessed one,78,89
16633,an03.065.soma.html,670,Buddha,PERSON,Blessed One,blessed one,10,21
16639,an03.065.soma.html,670,Buddha,PERSON,Blessed One,blessed one,345,356
16639,an03.065.soma.html,670,Buddha,PERSON,Blessed One,blessed one,387,398
16639,an03.065.soma.html,670,Buddha,PERSON,Blessed One,blessed one,505,516
16640,an03.065.than.html,670,Buddha,PERSON,Blessed One,blessed one,38,49
16640,an03.065.than.html,670,Buddha,PERSON,Master Gotama,master gotama,341,354
16640,an03.065.than.html,670,Buddha,PERSON,Blessed One,blessed one,404,415
16641,an03.065.than.html,670,Buddha,PERSON,Blessed One,blessed one,40,51
16642,an03.065.than.html,670,Buddha,PERSON,Blessed One,blessed one,56,67
16697,an03.065.than.html,670,Buddha,PERSON,Blessed One,blessed one,10,21
16703,an03.065.than.html,670,Buddha,PERSON,Blessed One,blessed one,252,263
16703,an03.065.than.html,670,Buddha,PERSON,Blessed One,blessed one,336,347
16703,an03.065.than.html,670,Buddha,PERSON,Blessed One,blessed one,411,422
16720,an03.068.than.html,670,Buddha,PERSON,Blessed One,blessed one,37,48
16720,an03.068.than.html,670,Buddha,PERSON,Blessed One,blessed one,121,132
16720,an03.068.than.html,670,Buddha,PERSON,Blessed One,blessed one,213,224
16723,an03.068.than.html,670,Buddha,PERSON,Blessed One,blessed one,4,15
16747,an03.070.than.html,670,Buddha,PERSON,Awakened One,awakened one,363,375
16748,an03.070.than.html,670,Buddha,PERSON,Blessed One,blessed one,38,49
16748,an03.070.than.html,670,Buddha,PERSON,Blessed One,blessed one,218,229
16748,an03.070.than.html,670,Buddha,PERSON,Blessed One,blessed one,344,355
16755,an03.070.than.html,670,Buddha,PERSON,Tathagata,tathagata,70,79
16755,an03.070.than.html,670,Buddha,PERSON,Blessed One,blessed one,100,111
16755,an03.070.than.html,670,Buddha,PERSON,Teacher,teacher,293,300
16755,an03.070.than.html,670,Buddha,PERSON,Tathagata,tathagata,373,382
16755,an03.070.than.html,670,Buddha,PERSON,Tathagata,tathagata,935,944
16755,an03.070.than.html,670,Buddha,PERSON,Tathagata,tathagata,974,983
16757,an03.070.than.html,670,Buddha,PERSON,Blessed One,blessed one,121,132
16759,an03.070.than.html,670,Buddha,PERSON,Blessed One,blessed one,103,114
16759,an03.070.than.html,670,Buddha,PERSON,Blessed One,blessed one,406,417
16780,an03.071.than.html,670,Buddha,PERSON,Blessed One,blessed one,20,31
16780,an03.071.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,140,151
16780,an03.071.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,319,330
16780,an03.071.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,353,359
16782,an03.071.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,12,18
16800,an03.071.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,36,42
16801,an03.072.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,34,45
16801,an03.072.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,269,280
16812,an03.073.than.html,670,Buddha,PERSON,Blessed One,blessed one,38,49
16812,an03.073.than.html,670,Buddha,PERSON,Blessed One,blessed one,138,149
16812,an03.073.than.html,670,Buddha,PERSON,Blessed One,blessed one,263,274
16812,an03.073.than.html,670,Buddha,PERSON,Blessed One,blessed one,367,378
16812,an03.073.than.html,670,Buddha,PERSON,Blessed One,blessed one,435,446
16813,an03.073.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,29,40
16813,an03.073.than.html,670,Buddha,PERSON,Blessed One,blessed one,53,64
16813,an03.073.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,287,298
16813,an03.073.than.html,670,Buddha,PERSON,Blessed One,blessed one,391,402
16818,an03.073.than.html,670,Buddha,PERSON,Blessed One,blessed one,27,38
16819,an03.076.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,5,16
16819,an03.076.than.html,670,Buddha,PERSON,Blessed One,blessed one,29,40
16819,an03.076.than.html,670,Buddha,PERSON,Blessed One,blessed one,136,147
16820,an03.076.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,0,6
16829,an03.077.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,5,16
16829,an03.077.than.html,670,Buddha,PERSON,Blessed One,blessed one,29,40
16829,an03.077.than.html,670,Buddha,PERSON,Blessed One,blessed one,136,147
16830,an03.077.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,0,6
16839,an03.078.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,5,16
16839,an03.078.than.html,670,Buddha,PERSON,Blessed One,blessed one,29,40
16839,an03.078.than.html,670,Buddha,PERSON,Blessed One,blessed one,130,141
16839,an03.078.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,156,162
16841,an03.078.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,14,20
16843,an03.078.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,13,24
16843,an03.078.than.html,670,Buddha,PERSON,Teacher,teacher,39,46
16843,an03.078.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,62,73
16843,an03.078.than.html,670,Buddha,PERSON,Teacher,teacher,93,100
16843,an03.078.than.html,670,Buddha,PERSON,Blessed One,blessed one,169,180
16844,an03.078.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,20,31
16844,an03.078.than.html,670,Buddha,PERSON,Blessed One,blessed one,46,57
16844,an03.078.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,85,91
16847,an03.083.than.html,670,Buddha,PERSON,Blessed One,blessed one,20,31
16847,an03.083.than.html,670,Buddha,PERSON,Blessed One,blessed one,217,228
16937,an03.105.than.html,661,Anathapindika,PERSON,Anathapindika,anathapindika,5,18
16937,an03.105.than.html,670,Buddha,PERSON,Blessed One,blessed one,47,58
16937,an03.105.than.html,670,Buddha,PERSON,Blessed One,blessed one,143,154
16949,an03.123.than.html,670,Buddha,PERSON,Blessed One,blessed one,20,31
16951,an03.123.than.html,670,Buddha,PERSON,Blessed One,blessed one,4,15
16951,an03.123.than.html,670,Buddha,PERSON,Blessed One,blessed one,638,649
16951,an03.123.than.html,670,Buddha,PERSON,Blessed One,blessed one,709,720
16952,an03.123.than.html,670,Buddha,PERSON,Blessed One,blessed one,17,28
16952,an03.123.than.html,670,Buddha,PERSON,Blessed One,blessed one,73,84
16955,an03.126.than.html,670,Buddha,PERSON,Blessed One,blessed one,38,49
16955,an03.126.than.html,670,Buddha,PERSON,Blessed One,blessed one,138,149
16955,an03.126.than.html,670,Buddha,PERSON,Blessed One,blessed one,545,556
16956,an03.126.than.html,670,Buddha,PERSON,Blessed One,blessed one,42,53
16957,an03.126.than.html,670,Buddha,PERSON,Blessed One,blessed one,7,18
16958,an03.126.than.html,670,Buddha,PERSON,Blessed One,blessed one,47,58
16966,an03.134.than.html,670,Buddha,PERSON,Tathagata,tathagata,4,13
16968,an03.134.than.html,670,Buddha,PERSON,Tathagata,tathagata,4,13
16970,an03.134.than.html,670,Buddha,PERSON,Tathagata,tathagata,4,13
16971,an04.001.than.html,670,Buddha,PERSON,Awakened One,awakened one,178,190
16971,an04.001.than.html,670,Buddha,PERSON,Teacher,teacher,195,202
16972,an04.001.than.html,670,Buddha,PERSON,Blessed One,blessed one,38,49
16974,an04.001.than.html,670,Buddha,PERSON,Blessed One,blessed one,4,15
16980,an04.001.than.html,670,Buddha,PERSON,Blessed One,blessed one,17,28
16980,an04.001.than.html,670,Buddha,PERSON,Teacher,teacher,82,89
17019,an04.024.than.html,670,Buddha,PERSON,Tathagata,tathagata,311,320
17020,an04.024.than.html,670,Buddha,PERSON,Blessed One,blessed one,20,31
17022,an04.024.than.html,670,Buddha,PERSON,Blessed One,blessed one,4,15
17022,an04.024.than.html,670,Buddha,PERSON,Tathagata,tathagata,551,560
17022,an04.024.than.html,670,Buddha,PERSON,Tathagata,tathagata,573,582
17024,an04.024.than.html,670,Buddha,PERSON,Tathagata,tathagata,17,26
17028,an04.024.than.html,670,Buddha,PERSON,Tathagata,tathagata,17,26
17039,an04.028.than.html,670,Buddha,PERSON,Blessed One,blessed one,17,28
17046,an04.035.than.html,670,Buddha,PERSON,Blessed One,blessed one,20,31
17046,an04.035.than.html,670,Buddha,PERSON,Blessed One,blessed one,178,189
17046,an04.035.than.html,670,Buddha,PERSON,Blessed One,blessed one,361,372
17046,an04.035.than.html,670,Buddha,PERSON,Master Gotama,master gotama,375,388
17051,an04.035.than.html,670,Buddha,PERSON,Master Gotama,master gotama,0,13
17051,an04.035.than.html,670,Buddha,PERSON,Master Gotama,master gotama,158,171
17058,an04.035.than.html,670,Buddha,PERSON,Master Gotama,master gotama,14,27
17058,an04.035.than.html,670,Buddha,PERSON,Master Gotama,master gotama,76,89
17058,an04.035.than.html,670,Buddha,PERSON,Master Gotama,master gotama,102,115
17059,an04.035.than.html,670,Buddha,PERSON,Master Gotama,master gotama,0,13
17060,an04.035.than.html,670,Buddha,PERSON,Master Gotama,master gotama,0,13
17061,an04.035.than.html,670,Buddha,PERSON,Master Gotama,master gotama,0,13
17062,an04.035.than.html,670,Buddha,PERSON,Master Gotama,master gotama,0,13
17069,an04.036.than.html,670,Buddha,PERSON,Blessed One,blessed one,20,31
17069,an04.036.than.html,670,Buddha,PERSON,Blessed One,blessed one,206,217
17070,an04.036.than.html,670,Buddha,PERSON,Blessed One,blessed one,9,20
17070,an04.036.than.html,670,Buddha,PERSON,Blessed One,blessed one,185,196
17070,an04.036.than.html,670,Buddha,PERSON,Master,master,463,469
17105,an04.045.than.html,670,Buddha,PERSON,Blessed One,blessed one,20,31
17105,an04.045.than.html,670,Buddha,PERSON,Blessed One,blessed one,249,260
17105,an04.045.than.html,670,Buddha,PERSON,Blessed One,blessed one,299,310
17105,an04.045.than.html,670,Buddha,PERSON,Blessed One,blessed one,374,385
17107,an04.045.than.html,670,Buddha,PERSON,Blessed One,blessed one,69,80
17107,an04.045.than.html,670,Buddha,PERSON,Blessed One,blessed one,1040,1051
17108,an04.045.than.html,670,Buddha,PERSON,Blessed One,blessed one,25,36
17116,an04.050.than.html,670,Buddha,PERSON,Awakened One,awakened one,336,348
17131,an04.055.than.html,670,Buddha,PERSON,Blessed One,blessed one,9,20
17131,an04.055.than.html,670,Buddha,PERSON,Blessed One,blessed one,141,152
17131,an04.055.than.html,670,Buddha,PERSON,Blessed One,blessed one,361,372
17131,an04.055.than.html,670,Buddha,PERSON,Blessed One,blessed one,489,500
17132,an04.055.than.html,670,Buddha,PERSON,Blessed One,blessed one,32,43
17133,an04.055.than.html,670,Buddha,PERSON,Blessed One,blessed one,5,16
17135,an04.062.than.html,661,Anathapindika,PERSON,Anathapindika,anathapindika,5,18
17135,an04.062.than.html,670,Buddha,PERSON,Blessed One,blessed one,47,58
17135,an04.062.than.html,670,Buddha,PERSON,Blessed One,blessed one,147,158
17143,an04.067.piya.html,670,Buddha,PERSON,Blessed One,blessed one,20,31
17143,an04.067.piya.html,670,Buddha,PERSON,Blessed One,blessed one,289,300
17145,an04.067.piya.html,670,Buddha,PERSON,Blessed One,blessed one,659,670
17146,an04.067.piya.html,670,Buddha,PERSON,Blessed One,blessed one,270,281
17147,an04.067.than.html,670,Buddha,PERSON,Blessed One,blessed one,815,826
17149,an04.067.than.html,670,Buddha,PERSON,Blessed One,blessed one,20,31
17149,an04.067.than.html,670,Buddha,PERSON,Blessed One,blessed one,235,246
17169,an04.079.than.html,670,Buddha,PERSON,Blessed One,blessed one,32,43
17169,an04.079.than.html,670,Buddha,PERSON,Blessed One,blessed one,143,154
17170,an04.079.than.html,773,Ven. Sāriputta,PERSON,Sariputta,sariputta,19,28
17174,an04.079.than.html,773,Ven. Sāriputta,PERSON,Sariputta,sariputta,20,29
17214,an04.111.than.html,670,Buddha,PERSON,Blessed One,blessed one,39,50
17214,an04.111.than.html,670,Buddha,PERSON,Blessed One,blessed one,133,144
17217,an04.111.than.html,670,Buddha,PERSON,Blessed One,blessed one,228,239
17224,an04.111.than.html,670,Buddha,PERSON,Blessed One,blessed one,28,39
17224,an04.111.than.html,670,Buddha,PERSON,Blessed One,blessed one,66,77
17225,an04.111.than.html,670,Buddha,PERSON,Tathagata,tathagata,45,54
17225,an04.111.than.html,670,Buddha,PERSON,Tathagata,tathagata,197,206
17225,an04.111.than.html,670,Buddha,PERSON,Tathagata,tathagata,457,466
17226,an04.111.than.html,670,Buddha,PERSON,Tathagata,tathagata,52,61
17227,an04.111.than.html,670,Buddha,PERSON,Blessed One,blessed one,252,263
17227,an04.111.than.html,670,Buddha,PERSON,Blessed One,blessed one,335,346
17227,an04.111.than.html,670,Buddha,PERSON,Blessed One,blessed one,413,424
17258,an04.123.than.html,670,Buddha,PERSON,Blessed One,blessed one,708,719
17259,an04.123.than.html,670,Buddha,PERSON,Blessed One,blessed one,734,745
17260,an04.123.than.html,670,Buddha,PERSON,Blessed One,blessed one,744,755
17261,an04.123.than.html,670,Buddha,PERSON,Blessed One,blessed one,717,728
17274,an04.125.than.html,670,Buddha,PERSON,Blessed One,blessed one,888,899
17275,an04.125.than.html,670,Buddha,PERSON,Blessed One,blessed one,879,890
17276,an04.125.than.html,670,Buddha,PERSON,Blessed One,blessed one,886,897
17277,an04.125.than.html,670,Buddha,PERSON,Blessed One,blessed one,881,892
17288,an04.159.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,34,45
17288,an04.159.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,162,168
17288,an04.159.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,356,362
17288,an04.159.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,402,408
17289,an04.159.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,52,63
17289,an04.159.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,152,163
17289,an04.159.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,284,290
17289,an04.159.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,330,336
17290,an04.159.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,0,11
17291,an04.159.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,133,144
17292,an04.159.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,5,16
17300,an04.159.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,117,128
17300,an04.159.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,289,295
17302,an04.159.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,13,24
17302,an04.159.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,63,74
17353,an04.170.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,16,27
17355,an04.170.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,0,11
17362,an04.174.than.html,773,Ven. Sāriputta,PERSON,Sariputta,sariputta,1,10
17364,an04.174.than.html,773,Ven. Sāriputta,PERSON,Sariputta,sariputta,1,10
17366,an04.174.than.html,773,Ven. Sāriputta,PERSON,Sariputta,sariputta,1,10
17368,an04.174.than.html,773,Ven. Sāriputta,PERSON,Sariputta,sariputta,1,10
17370,an04.174.than.html,773,Ven. Sāriputta,PERSON,Sariputta,sariputta,1,10
17377,an04.179.than.html,775,Ven. Ānanda,PERSON,Ven. Ananda,ven. ananda,5,16
17377,an04.179.than.html,773,Ven. Sāriputta,PERSON,Sariputta,sariputta,231,240
17378,an04.179.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,25,31
17379,an04.179.than.html,773,Ven. Sāriputta,PERSON,Sariputta,sariputta,17,26
17380,an04.179.than.html,775,Ven. Ānanda,PERSON,Ananda,ananda,25,31
17395,an04.183.than.html,670,Buddha,PERSON,Blessed One,blessed one,38,49
17395,an04.183.than.html,670,Buddha,PERSON,Blessed One,blessed one,202,213
17395,an04.183.than.html,670,Buddha,PERSON,Blessed One,blessed one,384,395
17396,an04.183.than.html,670,Buddha,PERSON,Blessed One,blessed one,5,16
17399,an04.183.than.html,670,Buddha,PERSON,Blessed One,blessed one,58,69
17400,an04.184.than.html,670,Buddha,PERSON,Blessed One,blessed one,40,51
17400,an04.184.than.html,670,Buddha,PERSON,Blessed One,blessed one,222,233
17401,an04.184.than.html,670,Buddha,PERSON,Blessed One,blessed one,5,16
17413,an04.184.than.html,670,Buddha,PERSON,Blessed One,blessed one,56,67
17413,an04.184.than.html,670,Buddha,PERSON,Master Gotama,master gotama,86,99
17413,an04.184.than.html,670,Buddha,PERSON,Master Gotama,master gotama,329,342
17413,an04.184.than.html,670,Buddha,PERSON,Master Gotama,master gotama,410,423
17413,an04.184.than.html,670,Buddha,PERSON,Master Gotama,master gotama,483,496
17435,an04.199.than.html,670,Buddha,PERSON,Blessed One,blessed one,4,15
17485,an05.002.than.html,670,Buddha,PERSON,Tathagata,tathagata,134,143
17485,an05.002.than.html,670,Buddha,PERSON,Blessed One,blessed one,170,181
17485,an05.002.than.html,670,Buddha,PERSON,Teacher,teacher,363,370
17504,an05.028.than.html,670,Buddha,PERSON,Blessed One,blessed one,38,49
17506,an05.028.than.html,670,Buddha,PERSON,Blessed One,blessed one,4,15
17530,an05.028.than.html,670,Buddha,PERSON,Blessed One,blessed one,17,28
17530,an05.028.than.html,670,Buddha,PERSON,Blessed One,blessed one,73,84
17537,an05.030.than.html,670,Buddha,PERSON,Blessed One,blessed one,38,49
17538,an05.030.than.html,670,Buddha,PERSON,Master Gotama,master gotama,311,324
17538,an05.030.than.html,670,Buddha,PERSON,Blessed One,blessed one,374,385
17540,an05.030.than.html,670,Buddha,PERSON,Blessed One,blessed one,37,48
17540,an05.030.than.html,670,Buddha,PERSON,Blessed One,blessed one,69,80
17541,an05.030.than.html,670,Buddha,PERSON,Blessed One,blessed one,184,195
17543,an05.030.than.html,670,Buddha,PERSON,Blessed One,blessed one,14,25
17543,an05.030.than.html,670,Buddha,PERSON,Blessed One,blessed one,123,134
17543,an05.030.than.html,670,Buddha,PERSON,Blessed One,blessed one,181,192
17543,an05.030.than.html,670,Buddha,PERSON,Blessed One,blessed one,228,239
17543,an05.030.than.html,670,Buddha,PERSON,Blessed One,blessed one,430,441
17543,an05.030.than.html,670,Buddha,PERSON,Blessed One,blessed one,549,560
17551,an05.034.than.html,670,Buddha,PERSON,Blessed One,blessed one,48,59
17551,an05.034.than.html,670,Buddha,PERSON,Blessed One,blessed one,161,172
17551,an05.034.than.html,670,Buddha,PERSON,Blessed One,blessed one,272,283
17557,an05.034.than.html,670,Buddha,PERSON,Blessed One,blessed one,45,56
17557,an05.034.than.html,670,Buddha,PERSON,Blessed One,blessed one,156,167
17557,an05.034.than.html,670,Buddha,PERSON,Blessed One,blessed one,218,229
17558,an05.034.than.html,670,Buddha,PERSON,Blessed One,blessed one,13,24
17558,an05.034.than.html,670,Buddha,PERSON,Blessed One,blessed one,236,247
17569,an05.041.than.html,661,Anathapindika,PERSON,Anathapindika,anathapindika,5,18
