PERSON	bhante	17144	an04.067.piya.html	4	PERSON	Bhante	1	7	"Bhante (Venerable Sir), a certain monk at Savatthi had died bitten by a snake."
PERSON	bhante	19245	an10.060.piya.html	4	PERSON	Bhante	1	7	"Bhante (Venerable Sir,) the Venerable Girimananda is afflicted with disease, is suffering therefrom, and is gravely ill. It were well, bhante, if the Blessed One would visit the Venerable Girimananda out of compassion for him." (Thereupon the Buddha said):
PERSON	bhante	21017	dn.32.0.piya.html	32	PERSON	Bhante	1	7	"Bhante, may the Blessed One learn the Atanata [4] protection so that the displeased Yakkhas may be pleased, so that the monks and nuns, laymen and laywomen, may be at ease, guarded, protected and unharmed." . "Where lies delightful Uttarakuru (the Northern continent), where towers beautiful Mount Meru, there are born men who are selfless and unattached.
PERSON	bhante	24242	mn.116.piya.html	2	PERSON	Bhante	127	133	On one occasion the Blessed One was living on Isigili mountain near Rajagaha . Then he addressed the monks saying, "O monks." "Bhante (Venerable Sir)," replied those monks in assent to the Blessed One. Thereupon he said this:
