        identifier        | nikaya | book_number | vagga |              title               |     left     
 sn35.024.than.html       | SN     | 24          | 35    | Pahanaya Sutta                   | "Monks, I wi
 sn03.024.than.html       | SN     | 24          | 3     | Issattha Sutta                   | At Savatthi.
 sn12.025.than.html       | SN     | 25          | 12    | Bhumija Sutta                    | Staying at S
 sn03.025.than.html       | SN     | 25          | 3     | Pabbatopama Sutta                | At Savatthi 
 sn01.025.wlsh.html       | SN     | 25          | 1     | Araha.m Sutta                    | [Deva:] [The
 sn03.025.olen.html       | SN     | 25          | 3     | Pabbatopama Sutta                | 
 sn02.025.wlsh.html       | SN     | 25          | 2     | Jantu Sutta                      | Thus have I 
 sn02.026.than.html       | SN     | 26          | 2     | Rohitassa Sutta                  | On one occas
 sn35.028.nymo.html       | SN     | 28          | 35    | Adittapariyaya Sutta             | Thus I heard
 sn35.028.than.html       | SN     | 28          | 35    | Adittapariyaya Sutta             | I have heard
 sn22.003.than.html       | SN     | 3           | 22    | Haliddakani Sutta                | I have heard
 sn42.003.than.html       | SN     | 3           | 42    | Yodhajiva Sutta                  | Then Yodhaji
 sn44.003.than.html       | SN     | 3           | 44    | Sariputta-Kotthita Sutta         | On one occas
 sn05.003.bodh.html       | SN     | 3           | 5     | Gotami Sutta                     | Setting at S
 sn17.003.than.html       | SN     | 3           | 17    | Kumma Sutta                      | Staying at S
 sn05.003.than.html       | SN     | 3           | 5     | Gotami Sutta                     | At Savatthi.
 sn11.003.than.html       | SN     | 3           | 11    | Dhajagga Sutta                   | On one occas
 sn01.003.wlsh.html       | SN     | 3           | 1     | Upaneyya.m Sutta                 | Thus have I 
 sn11.003.piya.html       | SN     | 3           | 11    | Dhajagga Sutta                   | Thus have I 
 sn25.003.than.html       | SN     | 3           | 25    | Viññana Sutta                    | At Savatthi.
 sn15.003.than.html       | SN     | 3           | 15    | Assu Sutta                       | At Savatthi 
 sn36.003.nypo.html       | SN     | 3           | 36    | Pahana Sutta                     | "In the case
 sn41.003.than.html       | SN     | 3           | 41    | Isidatta Sutta                   | On one occas
 sn55.030.than.html       | SN     | 30          | 55    | Licchavi Sutta                   | On one occas
 sn56.031.wlsh.html       | SN     | 31          | 56    | Simsapa Sutta                    | At one time 
 sn36.031.than.html       | SN     | 31          | 36    | Niramisa Sutta                   | "Monks, ther
 sn12.031x.nypo.html      | SN     | 31          | 12    | Bhutamidam Sutta                 | ... "'This h
 sn55.031.than.html       | SN     | 31          | 55    | Abhisanda Sutta                  | "Monks, ther
 sn56.031.than.html       | SN     | 31          | 56    | Simsapa Sutta                    | Once the Ble
 sn36.031.nypo.html       | SN     | 31          | 36    | Niramisa Sutta                   | "There is, O
 sn12.031.than.html       | SN     | 31          | 12    | Bhutamidam Sutta                 | On one occas
 sn55.032.than.html       | SN     | 32          | 55    | Abhisanda Sutta                  | "Monks, ther
 sn55.033.than.html       | SN     | 33          | 55    | Abhisanda Sutta                  | "Monks, ther
 sn47.035.than.html       | SN     | 35          | 47    | Sata Sutta                       | At Savatthi.
 sn12.035.than.html       | SN     | 35          | 12    | Avijjapaccaya Sutta              | Staying at S
 sn56.035.than.html       | SN     | 35          | 56    | Sattisata Sutta                  | "Monks, supp
 sn56.036.than.html       | SN     | 36          | 56    | Pana Sutta                       | "Monks, supp
 sn22.036.than.html       | SN     | 36          | 22    | Bhikkhu Sutta                    | At Savatthi 
 sn47.037.than.html       | SN     | 37          | 47    | Chanda Sutta                     | At Savatthi.
 sn01.038.than.html       | SN     | 38          | 1     | Sakalika Sutta                   | I have heard
 sn48.038.than.html       | SN     | 38          | 48    | Vibhanga Sutta                   | "Monks, ther
 sn12.038.than.html       | SN     | 38          | 12    | Cetana Sutta                     | Staying at S
 sn12.038.wlsh.html       | SN     | 38          | 12    | Cetanaa Sutta                    | [1] [ At Saa
 sn47.038.than.html       | SN     | 38          | 47    | Pariñña Sutta                    | "Monks, ther
 sn48.039.than.html       | SN     | 39          | 48    | Katthopama Sutta                 | "Monks, ther
 sn22.039.than.html       | SN     | 39          | 22    | Anudhamma Sutta                  | At Savatthi.
 sn11.004.olen.html       | SN     | 4           | 11    | Vepacitti Sutta                  | [Matali:] [S
 sn44.004.than.html       | SN     | 4           | 44    | Sariputta-Kotthita Sutta         | On one occas
 sn37.034.than.html       | SN     | 4           | 37    | Vaddha Sutta                     | "A female di
 sn08.004.than.html       | SN     | 4           | 8     | Ananda Sutta                     | On one occas
 sn36.004.than.html       | SN     | 4           | 36    | Patala Sutta                     | "Monks, when
 sn36.004.nypo.html       | SN     | 4           | 36    | Patala Sutta                     | "When, O mon
 sn41.004.than.html       | SN     | 4           | 41    | Mahaka Sutta                     | On one occas
 sn20.004.than.html       | SN     | 4           | 20    | Okkha Sutta                      | Staying at S
 sn25.004.than.html       | SN     | 4           | 25    | Phassa Sutta                     | At Savatthi.
 sn03.004.than.html       | SN     | 4           | 3     | Piya Sutta                       | At Savatthi 
 sn05.004.than.html       | SN     | 4           | 5     | Vijaya Sutta                     | At Savatthi.
 sn05.004.bodh.html       | SN     | 4           | 5     | Vijaya Sutta                     | Setting at S
 sn55.040.than.html       | SN     | 40          | 55    | Nandiya Sutta                    | On one occas
 sn22.040.than.html       | SN     | 40          | 22    | Anudhamma Sutta                  | At Savatthi.
 sn47.040.than.html       | SN     | 40          | 47    | Satipatthana-vibhanga Sutta      | "I will teac
 sn22.041.than.html       | SN     | 41          | 22    | Anudhamma Sutta                  | At Savatthi.
 sn48.041.than.html       | SN     | 41          | 48    | Jara Sutta                       | I have heard
 sn47.041.than.html       | SN     | 41          | 47    | Amata Sutta                      | At Savatthi.
 sn01.041.than.html       | SN     | 41          | 1     | Aditta Sutta                     | I have heard
 sn01.042.than.html       | SN     | 42          | 1     | Kindada Sutta                    | [A deva:] [T
 sn47.042.than.html       | SN     | 42          | 47    | Samudaya Sutta                   | I have heard
 sn56.042.than.html       | SN     | 42          | 56    | Papata Sutta                     | On one occas
 sn48.042.wlsh.html       | SN     | 42          | 48    | Unnabho Brahmano Sutta           | [ At Saavatt
 sn22.042.than.html       | SN     | 42          | 22    | Anudhamma Sutta                  | At Savatthi.
 sn22.043.wlsh.html       | SN     | 43          | 22    | Attadiipaa Sutta                 | "Monks, be i
 sn48.044.than.html       | SN     | 44          | 48    | Pubbakotthaka Sutta              | I have heard
 sn12.044.than.html       | SN     | 44          | 12    | Loka Sutta                       | Dwelling at 
 sn56.044.than.html       | SN     | 44          | 56    | Kuta Sutta                       | "Monks, if a
 sn56.045.than.html       | SN     | 45          | 56    | Vala Sutta                       | On one occas
 sn47.046.wlsh.html       | SN     | 46          | 47    | Paa.timokkha Sutta               | [ A certain 
 sn12.046.than.html       | SN     | 46          | 12    | Aññatra Sutta                    | Dwelling at 
 sn56.046.than.html       | SN     | 46          | 56    | Andhakara Sutta                  | "There is, m
 sn22.047.wlsh.html       | SN     | 47          | 22    | Samanupassanaa Sutta             | "Monks, thos
 sn22.047.than.html       | SN     | 47          | 22    | Samanupassana Sutta              | At Savatthi 
 sn56.048.than.html       | SN     | 48          | 56    | Chiggala Sutta                   | "Monks, supp
 sn22.048.than.html       | SN     | 48          | 22    | Khandha Sutta                    | At Savatthi 
 sn12.048.than.html       | SN     | 48          | 12    | Lokayatika Sutta                 | Staying at S
 sn22.049.wlsh.html       | SN     | 49          | 22    | So.no Sutta                      | [ At Veluvan
 sn17.005.wlsh.html       | SN     | 5           | 17    | Piḷhika Sutta                    | "A fatal thi
 sn22.005.than.html       | SN     | 5           | 22    | Samadhi Sutta                    | I have heard
 sn20.005.than.html       | SN     | 5           | 20    | Satti Sutta                      | Staying at S
 sn25.005.than.html       | SN     | 5           | 25    | Vedana Sutta                     | At Savatthi.
 sn11.005.than.html       | SN     | 5           | 11    | Subhasita-jaya Sutta             | On one occas
 sn16.005.than.html       | SN     | 5           | 16    | Jinna Sutta                      | I have heard
 sn44.005.than.html       | SN     | 5           | 44    | Sariputta-Kotthita Sutta         | On one occas
 sn03.005.than.html       | SN     | 5           | 3     | Atta-rakkhita Sutta              | At Savatthi 
 sn36.005.nypo.html       | SN     | 5           | 36    | Datthabba Sutta                  | "There are, 
 sn05.005.than.html       | SN     | 5           | 5     | Uppalavanna Sutta                | At Savatthi.
 sn05.005.bodh.html       | SN     | 5           | 5     | Uppalavanna Sutta                | Setting at S
 sn41.005.niza.html       | SN     | 5           | 41    | Pathama Kamabhu                  | At one time,
 sn17.005.than.html       | SN     | 5           | 17    | Pilahaka Sutta                   | Dwelling at 
 sn46.051.than.html       | SN     | 51          | 46    | Ahara Sutta                      | "Monks, I wi
 sn12.052.than.html       | SN     | 52          | 12    | Upadana Sutta                    | Dwelling at 
 sn46.053.than.html       | SN     | 53          | 46    | Aggi Sutta                       | On one occas
 sn22.053.than.html       | SN     | 53          | 22    | Upaya Sutta                      | At Savatthi 
 sn48.053.than.html       | SN     | 53          | 48    | Sekha Sutta                      | I have heard
 sn46.053.wlsh.html       | SN     | 53          | 46    | Aggi Sutta                       | "At such tim
 sn46.054x.wlsh.html      | SN     | 54          | 46    | Mettam Sutta                     | ... "And how
 sn55.054.than.html       | SN     | 54          | 55    | Gilana Sutta                     | On one occas
 sn22.054.than.html       | SN     | 54          | 22    | Bija Sutta                       | At Savatthi 
 sn48.054.wlsh.html       | SN     | 54          | 48    | Pade Sutta                       | "Just as mon
 sn46.054.than.html       | SN     | 54          | 46    | Metta Sutta                      | On one occas
 sn46.055.wlsh.html       | SN     | 55          | 46    | Sangaravo Sutta                  | [ At Saavatt
 sn22.055.than.html       | SN     | 55          | 22    | Udana Sutta                      | At Savatthi 
 sn48.056.than.html       | SN     | 56          | 48    | Patitthita Sutta                 | "Monks, when
 sn22.056.than.html       | SN     | 56          | 22    | Parivatta Sutta                  | At Savatthi 
 sn22.057.than.html       | SN     | 57          | 22    | Sattatthana Sutta                | I have heard
 sn22.058.than.html       | SN     | 58          | 22    | Buddha Sutta                     | At Savatthi.
 sn22.059.than.html       | SN     | 59          | 22    | Pañcavaggi Sutta                 | I have heard
 sn22.059.nymo.html       | SN     | 59          | 22    | Anatta-lakkhana Sutta            | Thus I heard
 sn22.059.mend.html       | SN     | 59          | 22    | Anatta-lakkhana Sutta            | Thus it was 
 sn03.006.than.html       | SN     | 6           | 3     | Appaka Sutta                     | At Savatthi.
 sn25.006.than.html       | SN     | 6           | 25    | Sañña Sutta                      | At Savatthi.
 sn36.006.than.html       | SN     | 6           | 36    | Sallatha Sutta                   | "Monks, an u
 sn09.006.than.html       | SN     | 6           | 9     | Anuruddha Sutta                  | I have heard
 sn07.006.than.html       | SN     | 6           | 7     | Jata Sutta                       | At Savatthi 
 sn36.006.nypo.html       | SN     | 6           | 36    | Sallatha Sutta                   | "An untaught
 sn21.006.niza.html       | SN     | 6           | 21    | Lakuntaka Bhaddiya Sutta         | Dwelling in 
 sn42.006.than.html       | SN     | 6           | 42    | Paccha-bhumika Sutta             | On one occas
 sn20.006.than.html       | SN     | 6           | 20    | Dhanuggaha Sutta                 | Staying at S
 sn41.006.than.html       | SN     | 6           | 41    | Kamabhu Sutta                    | On one occas
 sn02.006.olen.html       | SN     | 6           | 2     | Kamada Sutta                     | [Kamada:] [B
 sn44.006.than.html       | SN     | 6           | 44    | Sariputta-Kotthita Sutta         | On one occas
 sn47.006.than.html       | SN     | 6           | 47    | Sakunagghi Sutta                 | "Once a hawk
 sn54.006.than.html       | SN     | 6           | 54    | Arittha Sutta                    | At Savatthi.
 sn05.006.than.html       | SN     | 6           | 5     | Cala Sutta                       | At Savatthi 
 sn05.006.bodh.html       | SN     | 6           | 5     | Cala Sutta                       | Setting at S
 sn22.060.than.html       | SN     | 60          | 22    | Mahali Sutta                     | I have heard
 sn12.060x.wlsh.html      | SN     | 60          | 12    | Nidaana.m Sutta                  | The Blessed 
 sn12.061.than.html       | SN     | 61          | 12    | Assutavā Sutta                   | I have heard
 sn12.061.niza.html       | SN     | 61          | 12    | Assutavā Sutta                   | Thus it has 
 sn35.063.than.html       | SN     | 63          | 35    | Migajala Sutta                   | At Savatthi 
 sn12.063.than.html       | SN     | 63          | 12    | Puttamansa Sutta                 | At Savatthi 
 sn12.063.nypo.html       | SN     | 63          | 12    | Puttamansa Sutta                 | At Savatthi.
 sn35.063.wlsh.html       | SN     | 63          | 35    | Migajaalena Sutta                | [ At Saavatt
 sn22.063.wlsh.html       | SN     | 63          | 22    | Upaadiyamaano Sutta              | [ At Saavatt
 sn12.064.than.html       | SN     | 64          | 12    | Atthi Raga Sutta                 | At Savatthi 
 sn12.064.nypo.html       | SN     | 64          | 12    | Atthi Raga Sutta                 | At Savatthi.
 sn12.065.than.html       | SN     | 65          | 12    | Nagara Sutta                     | Dwelling at 
 sn12.067.than.html       | SN     | 67          | 12    | Nalakalapiyo Sutta               | On one occas
 sn12.068.than.html       | SN     | 68          | 12    | Kosambi Sutta                    | On one occas
 sn35.069.than.html       | SN     | 69          | 35    | Upasena Sutta                    | Once Ven. Sa
 sn01.069.than.html       | SN     | 69          | 1     | Iccha Sutta                      | [A deva:] [T
 sn44.007.than.html       | SN     | 7           | 44    | Moggallana Sutta                 | Then Vacchag
 sn25.007.than.html       | SN     | 7           | 25    | Cetana Sutta                     | At Savatthi.
 sn22.007.wlsh.html       | SN     | 7           | 22    | Upaadaaparitassanaa Sutta        | [ At Saavatt
 sn03.007.than.html       | SN     | 7           | 3     | Atthakarana Sutta                | At Savatthi.
 sn47.007.than.html       | SN     | 7           | 47    | Makkata Sutta                    | "There are i
 sn47.007.olen.html       | SN     | 7           | 47    | Makkata Sutta                    | 
 sn05.007.than.html       | SN     | 7           | 5     | Upacala Sutta                    | At Savatthi.
 sn05.007.bodh.html       | SN     | 7           | 5     | Upacala Sutta                    | Setting at S
 sn02.007.than.html       | SN     | 7           | 2     | Pañcalacanda Sutta               | At Savatthi.
 sn20.007.than.html       | SN     | 7           | 20    | Ani Sutta                        | Staying at S
 sn42.007.wlsh.html       | SN     | 7           | 42    | Desanaa Sutta                    | [ At Naaland
 sn41.007.than.html       | SN     | 7           | 41    | Godatta Sutta                    | On one occas
 sn36.007.nypo.html       | SN     | 7           | 36    | Gelañña Sutta                    | Once the Ble
 sn36.007.than.html       | SN     | 7           | 36    | Gelañña Sutta                    | I have heard
 sn12.070.than.html       | SN     | 70          | 12    | Susima Sutta                     | I have heard
 sn01.071.than.html       | SN     | 71          | 1     | Ghatva Sutta                     | As she was s
 sn35.074.than.html       | SN     | 74          | 35    | Gilana Sutta                     | At Savatthi.
 sn35.075.than.html       | SN     | 75          | 35    | Gilana Sutta                     | At Savatthi.
 sn22.079.than.html       | SN     | 79          | 22    | Khajjaniya Sutta                 | At Savatthi 
 sn03.008.wlsh.html       | SN     | 8           | 3     | Mallikaa Sutta                   | [ The Blesse
 sn21.008.wlsh.html       | SN     | 8           | 21    | Nando Sutta                      | [ At Saavatt
 sn44.008.than.html       | SN     | 8           | 44    | Vacchagotta Sutta                | Then Vacchag
 sn05.008.than.html       | SN     | 8           | 5     | Sisupacala Sutta                 | At Savatthi.
 sn13.008.than.html       | SN     | 8           | 13    | Samudda Sutta                    | Staying at S
 sn02.008.wlsh.html       | SN     | 8           | 2     | Taayano Sutta                    | Thus have I 
 sn05.008.bodh.html       | SN     | 8           | 5     | Sisupacala Sutta                 | Setting at S
 sn10.008.than.html       | SN     | 8           | 10    | Sudatta Sutta                    | I have heard
 sn25.008.than.html       | SN     | 8           | 25    | Tanha Sutta                      | At Savatthi.
 sn17.008.than.html       | SN     | 8           | 17    | Sigala Sutta                     | Dwelling at 
 sn54.008.than.html       | SN     | 8           | 54    | Dipa Sutta                       | "Monks, conc
 sn47.008.than.html       | SN     | 8           | 47    | Suda Sutta                       | "Suppose tha
 sn36.008.nypo.html       | SN     | 8           | 36    | Gelañña Sutta                    | Once the Ble
 sn45.008.than.html       | SN     | 8           | 45    | Magga-vibhanga Sutta             | I have heard
 sn42.008.than.html       | SN     | 8           | 42    | Sankha Sutta                     | On one occas
 sn04.008.than.html       | SN     | 8           | 4     | Nandana Sutta                    | I have heard
 sn35.080.than.html       | SN     | 80          | 35    | Avijja Sutta                     | Then a certa
 sn22.080.than.html       | SN     | 80          | 22    | Pindolya Sutta                   | On one occas
 sn22.080.wlsh.html       | SN     | 80          | 22    | Pi.n.dolya.m Sutta               | "This, monks
 sn22.081.than.html       | SN     | 81          | 22    | Parileyyaka Sutta                | I have heard
 sn35.082.than.html       | SN     | 82          | 35    | Loka Sutta                       | Then a certa
 sn22.083.than.html       | SN     | 83          | 22    | Ananda Sutta                     | At Savatthi.
 sn22.084.than.html       | SN     | 84          | 22    | Tissa Sutta                      | At Savatthi.
 sn22.084x.wlsh.html      | SN     | 84          | 22    | Tisso Sutta                      | [ The Ven. T
 sn35.085.than.html       | SN     | 85          | 35    | Suñña Sutta                      | Then Ven. An
 sn22.085.than.html       | SN     | 85          | 22    | Yamaka Sutta                     | I have heard
 sn22.086.wlsh.html       | SN     | 86          | 22    | Anuraadho Sutta                  | [ The Ven. A
 sn22.086.than.html       | SN     | 86          | 22    | Anuradha Sutta                   | I have heard
 sn22.087x.wlsh.html      | SN     | 87          | 22    | Vakkali Sutta                    | [ The Buddha
 sn35.088.than.html       | SN     | 88          | 35    | Punna Sutta                      | Then Ven. Pu
 sn22.089x.wlsh.html      | SN     | 89          | 22    | Khemo Sutta                      | [ The other 
 sn22.089.than.html       | SN     | 89          | 22    | Khemaka Sutta                    | On one occas
 sn01.009.wlsh.html       | SN     | 9           | 1     | Maanakaamo Sutta                 | ...the deva 
 sn09.009.than.html       | SN     | 9           | 9     | Vajjiputta Sutta                 | On one occas
 sn54.009.than.html       | SN     | 9           | 54    | Vesali Sutta                     | I have heard
 sn36.009.nypo.html       | SN     | 9           | 36    | Anicca Sutta                     | "The three k
 sn25.009.than.html       | SN     | 9           | 25    | Dhatu Sutta                      | At Savatthi.
 sn42.009.than.html       | SN     | 9           | 42    | Kula Sutta                       | On one occas
 sn56.009.wlsh.html       | SN     | 9           | 56    | Viggahika Sutta                  | "Monks, do n
 sn40.009.wlsh.html       | SN     | 9           | 40    | Animitto Sutta                   | [1] [ The Ve
 sn05.009.than.html       | SN     | 9           | 5     | Sela Sutta                       | At Savatthi.
 sn02.009.piya.html       | SN     | 9           | 2     | Candima Sutta                    | Thus have I 
 sn05.009.bodh.html       | SN     | 9           | 5     | Sela Sutta                       | Setting at S
 sn15.009.than.html       | SN     | 9           | 15    | Danda Sutta                      | At Savatthi 
 sn44.009.than.html       | SN     | 9           | 44    | Kutuhalasala Sutta               | Then Vacchag
 sn22.090.than.html       | SN     | 90          | 22    | Channa Sutta                     | On one occas
 sn35.093.than.html       | SN     | 93          | 35    | Dvaya Sutta                      | "It's in dep
 sn22.093.than.html       | SN     | 93          | 22    | Nadi Sutta                       | At Savatthi 
 sn22.095.than.html       | SN     | 95          | 22    | Phena Sutta                      | On one occas
 sn35.095.wlsh.html       | SN     | 95          | 35    | Maalunkyaputta Sutta             | [ The Ven. M
 sn35.095.than.html       | SN     | 95          | 35    | Malunkyaputta Sutta              | Then Ven. Ma
 sn35.097.than.html       | SN     | 97          | 35    | Pamadaviharin Sutta              | "Monks, I wi
 sn22.097.than.html       | SN     | 97          | 22    | Nakhasikha Sutta                 | At Savatthi 
 sn35.099.than.html       | SN     | 99          | 35    | Samadhi Sutta                    | "Develop con
 sn22.099.than.html       | SN     | 99          | 22    | Gaddula Sutta                    | At Savatthi 
(858 rows)

