        identifier        | nikaya | vagga | book_number  |                       title                       |                  subtitle                  
 thag.09.00x.olen.html    | KN     | Thag  | 9            | Bhuta Thera                                       | No Greater Contentment
 thag.21.00x.hekh.html    | KN     | Thag  | 21           | Vangisa                                           | 
 thag.15.02.olen.html     | KN     | Thag  | 15.2         | Udayin Thera                                      | The Blooming Lotus
 thag.06.13.than.html     | KN     | Thag  | 6.13         | Sirimanda                                         | 
 thag.05.10.than.html     | KN     | Thag  | 5.10         | Yasadatta                                         | 
 thag.07.01.than.html     | KN     | Thag  | 7.1          | Sundara Samudda and the Courtesan                 | 
 thag.10.01.olen.html     | KN     | Thag  | 10.1         | Kaludayin Thera                                   | Crossing the Rohini
 thag.18.00.than.html     | KN     | Thag  | 18           | Maha Kassapa                                      | 
 thag.08.01.bodh.html     | KN     | Thag  | 8.1          | Maha-Kaccana                                      | 
 thag.14.01.than.html     | KN     | Thag  | 14.1         | Revata's Farewell                                 | 
 thag.16.04.than.html     | KN     | Thag  | 16.4         | Ratthapala                                        | 
 thag.02.37.than.html     | KN     | Thag  | 2.37         | Sona Potiriyaputta                                | 
 thag.10.02.than.html     | KN     | Thag  | 10.2         | Ekavihariya                                       | Dwelling Alone
 thag.02.16.than.html     | KN     | Thag  | 2.16         | Mahakala                                          | 
 thag.04.10.than.html     | KN     | Thag  | 4.10         | Dhammika                                          | 
 thag.19.00x.olen.html    | KN     | Thag  | 19           | Talaputa Thera                                    | Rain of the Deva
 iti.3.050-099.than.html  | KN     | Iti   | 50-99        | Itivuttaka                                        | The Group of Threes
 iti.3.072-090x.irel.html | KN     | Iti   | 72-90        | Itivuttaka                                        | The Group of Threes
 iti.2.028-049.than.html  | KN     | Iti   | 28-49        | Itivuttaka                                        | The Group of Twos
 iti.1.024-027.irel.html  | KN     | Iti   | 24-27        | Itivuttaka                                        | The Group of Ones
 iti.1.001-027.than.html  | KN     | Iti   | 1-27         | Itivuttaka                                        | The Group of Ones
 iti.2.042-049x.irel.html | KN     | Iti   | 42-49        | Itivuttaka                                        | The Group of Twos
 iti-than.html            | KN     | Iti   |              | Itivuttaka                                        | This Was Said by the Buddha
 iti.4.100-112.than.html  | KN     | Iti   | 100-112      | Itivuttaka                                        | The Group of Fours
 iti.4.106-112x.irel.html | KN     | Iti   | 106-112      | Itivuttaka                                        | The Group of Fours
 ud.7.09.irel.html        | KN     | Ud    | 7.9          | Udapāna Sutta                                     | The Well
 ud.2.09.than.html        | KN     | Ud    | 2.9          | Visākhā Sutta                                     | Visākhā
 ud.5.09.than.html        | KN     | Ud    | 5.9          | Sadhāyamāna Sutta                                 | Jeering
 ud.8.03.than.html        | KN     | Ud    | 8.3          | Nibbāna Sutta                                     | Unbinding (3)
 ud.1.02.irel.html        | KN     | Ud    | 1.2          | Bodhi Sutta                                       | The Bodhi Tree (2)
 ud.2.01.irel.html        | KN     | Ud    | 2.1          | Muccalinda Sutta                                  | About Muccalinda
 ud.2.04.than.html        | KN     | Ud    | 2.4          | Sakkāra Sutta                                     | Veneration
 ud.3.02.than.html        | KN     | Ud    | 3.2          | Nanda Sutta                                       | About Nanda
 ud.1.07.than.html        | KN     | Ud    | 1.7          | Aja Sutta                                         | Aja
 ud.7.01.than.html        | KN     | Ud    | 7.1          | Bhaddiya Sutta                                    | Bhaddiya (1)
 ud.5.04.than.html        | KN     | Ud    | 5.4          | Kumāra Sutta                                      | Boys
 ud.6.07.than.html        | KN     | Ud    | 6.7          | Subhūti Sutta                                     | Subhūti
 ud.4.02.than.html        | KN     | Ud    | 4.2          | Uddhata Sutta                                     | High Strung
 ud.6.09.olen.html        | KN     | Ud    | 6.9          | Adhipataka Sutta                                  | Like Moths to the Flame
 ud.5.10.than.html        | KN     | Ud    | 5.10         | Panthaka Sutta                                    | Cūḷa Panthaka
 ud.2.10.than.html        | KN     | Ud    | 2.10         | Kāḷigodha Sutta                                   | Bhaddiya Kāḷigodha
 ud.4.09.than.html        | KN     | Ud    | 4.9          | Upasena Vaṅgantaputta Sutta                       | Upasena Vaṅgantaputta
 ud.2.02.than.html        | KN     | Ud    | 2.2          | Rājā Sutta                                        | Kings
 ud.3.09.than.html        | KN     | Ud    | 3.9          | Sippa Sutta                                       | Crafts
 ud.8.05.than.html        | KN     | Ud    | 8.5          | Cunda Sutta                                       | Cunda
 ud.5.02.than.html        | KN     | Ud    | 5.2          | Appāyuka Sutta                                    | Short-lived
 ud.7.07.than.html        | KN     | Ud    | 7.7          | Papañcakhaya Sutta                                | The Ending of Objectification
 ud.4.04.than.html        | KN     | Ud    | 4.4          | Juñha Sutta                                       | Moonlit
 ud.6.01.than.html        | KN     | Ud    | 6.1          | Āyusama-osajjana Sutta                            | Relinquishment of the Life Force
 ud.1.01.than.html        | KN     | Ud    | 1.1          | Bodhi Sutta                                       | Awakening (1)
 ud.3.04.than.html        | KN     | Ud    | 3.4          | Sāriputta Sutta                                   | About Sāriputta
 ud.3.10.than.html        | KN     | Ud    | 3.10         | Loka Sutta                                        | (Surveying) the World
 ud.8.08.than.html        | KN     | Ud    | 8.8          | Visākhā Sutta                                     | Visākhā
 ud.5.05.than.html        | KN     | Ud    | 5.5          | Uposatha Sutta                                    | Uposatha
 ud.4.10.than.html        | KN     | Ud    | 4.10         | Sāriputta Sutta                                   | Sāriputta
 ud.3.01.irel.html        | KN     | Ud    | 3.1          | Kamma Sutta                                       | Former Action
 ud.6.04.irel.html        | KN     | Ud    | 6.4          | Tittha Sutta                                      | Sectarians (1)
 ud.4.01.irel.html        | KN     | Ud    | 4.1          | Meghiya Sutta                                     | Meghiya
 ud.1.10.irel.html        | KN     | Ud    | 1.10         | Bahiya Sutta                                      | About Bahiya
 ud.1.06.than.html        | KN     | Ud    | 1.6          | Kassapa Sutta                                     | Mahā Kassapa
 ud.8.02.than.html        | KN     | Ud    | 8.2          | Nibbāna Sutta                                     | Unbinding (2)
 ud.2.08.than.html        | KN     | Ud    | 2.8          | Suppavāsā Sutta                                   | Suppavāsā
 ud.5.08.than.html        | KN     | Ud    | 5.8          | Ānanda Sutta                                      | Ānanda
 ud.1.03.irel.html        | KN     | Ud    | 1.3          | Bodhi Sutta                                       | The Bodhi Tree (3)
 ud.2.05.than.html        | KN     | Ud    | 2.5          | Upāsaka Sutta                                     | The Lay Follower
 ud.3.03.than.html        | KN     | Ud    | 3.3          | Yasoja Sutta                                      | About Yasoja
 ud.6.06.than.html        | KN     | Ud    | 6.6          | Tittha Sutta                                      | Sectarians (3)
 ud.4.03.than.html        | KN     | Ud    | 4.3          | Gopāla Sutta                                      | The Cowherd
 ud.8.04.than.html        | KN     | Ud    | 8.4          | Nibbāna Sutta                                     | Unbinding (4)
 ud.8.10.than.html        | KN     | Ud    | 8.10         | Dabba Sutta                                       | About Dabba Mallaputta (2)
 ud.4.08.than.html        | KN     | Ud    | 4.8          | Sundarī Sutta                                     | Sundarī
 ud.3.08.than.html        | KN     | Ud    | 3.8          | Pinda Sutta                                       | Alms
 ud.8.01.irel.html        | KN     | Ud    | 8.1          | Nibbāna Sutta                                     | Parinibbana (1)
 ud.8.09.than.html        | KN     | Ud    | 8.9          | Dabba Sutta                                       | About Dabba Mallaputta (1)
 ud.5.03.than.html        | KN     | Ud    | 5.3          | Kuṭṭhi Sutta                                      | The Leper
 ud.7.06.than.html        | KN     | Ud    | 7.6          | Taṇhākhaya Sutta                                  | The Ending of Craving
 ud.2.03.than.html        | KN     | Ud    | 2.3          | Daṇḍa Sutta                                       | The Stick
 ud.3.05.than.html        | KN     | Ud    | 3.5          | Kolita Sutta                                      | Mahā Moggallāna
 ud.7.05.niza.html        | KN     | Ud    | 7.5          | Apara Lakuntaka Bhaddiya Sutta                    | Another Discourse about Bhaddiya the Dwarf
 ud.1.08.than.html        | KN     | Ud    | 1.8          | Saṅgāmaji Sutta                                   | Saṅgāmaji
 snp.5.04.irel.html       | KN     | Sn    | 5.4          | Mettagu-manava-puccha                             | Mettagu's Questions
 ud.6.08.than.html        | KN     | Ud    | 6.8          | Gaṇika Sutta                                      | The Courtesan
 ud.8.01.than.html        | KN     | Ud    | 8.1          | Nibbāna Sutta                                     | Unbinding (1)
 ud.8.04.irel.html        | KN     | Ud    | 8.4          | Nibbāna Sutta                                     | Parinibbana (4)
